,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
671,不限,,综合管理,二年,学士,本科,672,1,嘉定区,具有两年以上基层工作经历的人员,中共党员,外冈镇,1810672,社会事业发展办公室科员,从事社会事业管理服务，开展民生类事务办理等工作。,具有二年以上街镇基层工作经历。,乡镇公务员职位。,False,0,False,0,1
672,旅游管理类,,经济管理,二年,学士,本科,673,1,嘉定区,具有两年以上基层工作经历的人员,不限,华亭镇,1810673,经济发展办公室科员,从事休闲农业和乡村旅游管理等相关工作。,,具有旅游管理相关工作经验者优先。乡镇公务员职位。,False,0,False,0,1
673,土木类,,城市建设管理,二年,学士,本科,674,1,嘉定区,具有两年以上基层工作经历的人员,不限,华亭镇,1810674,规划建设和环境保护办公室科员,从事土地规划、工程管理等相关工作。,具有工程项目管理经验。,具有土建、规划等相关中级职称、国家二级建造师注册证书者优先。乡镇公务员职位。,False,0,False,0,1
674,不限,,经济管理,二年,学士,本科,675,1,嘉定区,具有两年以上基层工作经历的人员,中共党员,华亭镇,1810675,经济发展办公室科员,从事经济管理等相关工作。,具有二年以上街镇工作经验。,乡镇公务员职位。,False,0,False,0,1
675,"汉语言文学,新闻学,法学","中国语言文学类,新闻传播学类,法学类",综合管理,二年,学士,本科及以上,676,1,嘉定区,具有两年以上基层工作经历的人员,中共党员,嘉定工业区,1810676,党工委办公室科员,负责办公室信息、机要工作；协助做好文字材料处理、文件审核、办公室事务协调等工作；做好各类会务接待以及领导交办其他工作等。,有较强的理论功底、文字表达能力和组织协调能力。,具有相关工作经历者优先。,False,0,False,0,1
676,,文学,综合管理,二年,硕士,硕士研究生及以上,677,1,嘉定区,具有两年以上基层工作经历的人员,中共党员,嘉定工业区,1810677,党工委组织部科员,协助指导园区非公有制经济组织和社会组织党的建设等工作。,具有基层党建工作经历。,具有街镇相关工作经验者优先。,False,0,False,0,1
677,"行政管理,社会工作,工商管理","行政管理,工商管理类",综合管理,二年,学士,本科及以上,678,1,嘉定区,具有两年以上基层工作经历的人员,不限,嘉定工业区,1810678,地区工作部科员,协助做好基层政权建设、民生保障工作，加强社区建设和社区管理等各项工作。,具有二年以上街镇工作经验。,,False,0,False,0,1
678,"土木工程,建筑学",,城市建设管理,二年,学士,本科,679,1,嘉定区,具有两年以上基层工作经历的人员,不限,嘉定工业区,1810679,规划建设部副主任科员及以下,协助辖区内工程建设管理、招投标管理、工地安全文明督查和建设手续办理等工作。,具有中华人民共和国二级建造师执业资格证书；具备中级专业技术职务资格证书（工程师）；具有CAD中级证书；具有街镇相关工作经验。,熟悉本地方言者优先。,False,0,False,0,1
679,"公共事业管理,行政管理",公共管理类,综合管理,二年,学士,本科及以上,680,1,嘉定区,具有两年以上基层工作经历的人员,中共党员,菊园新区,1810680,社区服务办公室科员,协助开展社区民生保障和社区基本公共服务等工作。,,,False,0,False,0,1
680,"经济学类,金融学类",应用经济学类,综合管理,二年,学士,本科及以上,681,1,嘉定区,具有两年以上基层工作经历的人员,不限,菊园新区,1810681,社区文明办公室科员,协助开展思想政治、社区精神文明和公共文化宣传等工作。,,,False,0,False,0,1
681,"新闻传播学类,汉语言文学","新闻传播学类,语言学及应用语言学",综合管理,二年,学士,本科及以上,682,2,金山区,具有两年以上基层工作经历的人员,不限,宣传部,1810682,舆情信息科科员,主题报道策划，网络舆情监测，网络宣传引导，媒体接待等工作。,具有新闻工作经验者优先。,无,False,0,False,0,2
682,,新闻传播学类,综合管理,二年,硕士,硕士研究生,683,1,金山区,具有两年以上基层工作经历的人员,中共党员,政协办,1810683,秘书科副主任科员及以下,主要从事区政协和区政协办公室有关文稿的起草工作，协助做好区政协各类活动的组织协调、宣传等工作。,具有较强的语言文字表达能力、组织协调能力和较高的计算机操作水平。,有参与过区级重要会议和重大活动经历者优先。,False,0,False,0,1
683,,"公共管理类,新闻传播学类",综合管理,二年,硕士,硕士研究生,684,1,金山区,具有两年以上基层工作经历的人员,中共党员,政协办,1810684,行政科副主任科员及以下,主要从事组织人事、行政事务和各类活动的协调服务工作。,具有较强的语言文字表达能力、组织协调能力和较高的计算机操作水平。,无,False,0,False,0,1
684,,"信息与通信工程类,结构工程,市政工程",城市建设管理,二年,硕士,硕士研究生及以上,685,1,金山区,具有两年以上基层工作经历的人员,不限,发改委,1810685,稽察科副主任科员及以下,分析本区政府投资项目管理形势，研究提出管理措施；协调指导承担政府投资项目的建设单位规范项目管理；承担区政府投资项目日常监管工作。,,无,False,0,False,0,1
685,,"金融学,产业经济学,国际贸易学",经济管理,二年,硕士,硕士研究生及以上,686,1,金山区,具有两年以上基层工作经历的人员,不限,发改委,1810686,社会发展科副主任科员及以下,协助研究提出教育、文化、卫生、体育、旅游、民政等社会事业和社会管理的发展政策;协助做好社会事业领域固定资产项目投资管理工作。,,无,False,0,False,0,1
686,"土木类,艺术设计学","土木工程类,设计艺术学",综合管理,二年,学士,本科及以上,687,1,金山区,具有两年以上基层工作经历的人员,中共党员,机管局,1810687,节能和基建科科员,负责局相关工程项目设计方案的管理、完善、立项审批及招投标工作。,具有二年以上相关工作经历者优先。,无,False,0,False,0,1
687,,"应用经济学类,法学类,公共管理类",综合管理,二年,硕士,硕士研究生,688,1,金山区,具有两年以上基层工作经历的人员,不限,财政局,1810688,办公室科员,机关办公室文书管理、文件收发、文稿起草等工作。,具有较高的计算机操作水平。,无,False,0,False,0,1
688,不限,不限,综合管理,二年,学士,本科及以上,689,1,金山区,具有两年以上基层工作经历的人员,中共党员,人社局,1810689,党委办公室科员,负责人事档案管理、工资管理、及文秘工作。,政治素质好，责任心强；具有较强的文字综合和组织执行能力，计算机操作与维护能力。,无,False,0,False,0,1
689,不限,,综合管理,二年,学士,本科,690,1,金山区,具有两年以上基层工作经历的人员,不限,民防办,1810690,指挥科科员,负责区及镇级人防指挥所设施和相关要素的建设与管理；参与编制本区防空袭方案和各项保障方案，做好民防战备值班、值勤的日常管理。,具备一定的理论水平和语言文字表达能力、组织协调及沟通能力。,具有相关人防工作经历、防空防灾相关专业背景优先；中共党员优先；需参加24小时战备值班。,False,0,False,0,1
690,,"工商管理类,公共管理类,新闻传播学类",综合管理,二年,硕士,硕士研究生,691,1,金山区,具有两年以上基层工作经历的人员,不限,工商联,1810691,会员科科员,开展非公有制企业及非公经济人士的服务和宣传，展开调查研究、数据分析，相关数据库建设、维护等工作。,有2年以上相关工作经历者优先。,无,False,0,False,0,1
691,不限,不限,综合管理,二年,学士,本科及以上,692,1,金山区,具有两年以上基层工作经历的人员,不限,信访办,1810692,接访科科员,接待人民群众来访，接听人民群众来电，处理上级机关转办、交办件；协调或承办各类区委、区政府交办的信访件。,,经常需要加班、值班，岗位较为艰苦，熟悉本地语言者优先。,False,0,False,0,1
692,不限,不限,综合管理,二年,学士,本科及以上,693,1,金山区,具有两年以上基层工作经历的人员,不限,信访办,1810693,接访科科员,接待人民群众来访，接听人民群众来电，处理上级机关转办、交办件；协调或承办各类区委、区政府交办的信访件。,,经常需要加班、值班，岗位较为艰苦，熟悉本地语言者优先。,False,0,False,0,1
693,"土木类,建筑类","土木工程类,建筑学类",城市建设管理,二年,学士,本科及以上,694,1,金山区,具有两年以上基层工作经历的人员,不限,房管局,1810694,住房建设监管科科员,负责工程建设和房屋结构工程管理。,,无,False,0,False,0,1
694,"文学,管理学","文学,管理学",综合管理,二年,学士,本科及以上,695,1,金山区,具有两年以上基层工作经历的人员,中共党员,房管局,1810695,党群科科员,协助做好组织干部和党建工作。,有相关从业经历者优先。,无,False,0,False,0,1
695,"财政学,经济学",财政学,经济管理,二年,学士,本科及以上,696,1,金山区,具有两年以上基层工作经历的人员,不限,审计局,1810696,财政审计科科员,负责对区本级财政预算执行情况及其他财政收支情况的审计监督。,,熟悉本地语言的优先。,False,0,False,0,1
696,医学,医学,综合管理,二年,学士,本科及以上,697,1,金山区,具有两年以上基层工作经历的人员,不限,卫计委,1810697,疾病预防和健康促进科科员,从事公共卫生管理等工作。,取得医学学士学位。,无,False,0,False,0,1
697,"法学类,预防医学","法学类,公共卫生与预防医学类",综合管理,二年,学士,本科及以上,698,1,金山区,具有两年以上基层工作经历的人员,中共党员,卫计委,1810698,计划生育科（行政审批科）科员,从事卫生计生行政审批等工作。,,无,False,0,False,0,1
698,医学,医学,综合管理,二年,学士,本科及以上,699,1,金山区,具有两年以上基层工作经历的人员,不限,卫计委,1810699,应急和基层卫生科科员,从事社区卫生管理等工作。,取得医学学士学位。,无,False,0,False,0,1
699,,"土木工程类,城市规划与设计",城市建设管理,二年,硕士,硕士研究生,700,1,金山区,具有两年以上基层工作经历的人员,中共党员,建管委,1810700,村镇管理科科员,负责本区实事项目和重大工程的指导、组织、协调、推进管理，指导村镇建设和管理等相关工作。,需具有2年以上城市建设管理工作经验。,有相关从业经历者优先。,False,0,False,0,1
700,"中国语言文学类,新闻传播学类","中国语言文学类,新闻传播学类",综合管理,二年,学士,本科及以上,701,2,金山区,具有两年以上基层工作经历的人员,不限,市场监管局,1810701,办公室科员,从事市场监督管理，起草有关文件和材料；策划新闻报道和对外宣传报道。,掌握常用法律、法规，具有较强的语言文字、计算机操作、组织计划与综合协调能力，有相关工作经历者优先。,无,False,0,False,0,2
701,不限,不限,综合管理,二年,学士,本科及以上,702,2,金山区,具有两年以上基层工作经历的人员,不限,市场监管局,1810702,注册许可科科员,从事市场监督管理、注册许可，及其他方面综合协调工作。,掌握常用法律、法规，具有较强的语言文字、计算机操作、组织计划与综合协调能力，有相关工作经历者优先。,无,False,0,False,0,2
702,经济学类,经济学,经济管理,二年,学士,本科及以上,703,1,金山区,具有两年以上基层工作经历的人员,不限,枫泾镇,1810703,经济发展办公室副主任科员及以下,负责产业发展和研究等工作。,,乡镇公务员职位。,False,0,False,0,1
703,,政治学类,综合管理,二年,硕士,硕士研究生,704,1,金山区,具有两年以上基层工作经历的人员,中共党员,枫泾镇,1810704,党群工作办公室副主任科员及以下,负责党员发展与转正、组工信息撰写、党建品牌创建等。,,乡镇公务员职位。,False,0,False,0,1
704,法学类,法学类,政法,二年,学士,本科及以上,705,1,金山区,具有两年以上基层工作经历的人员,中共党员,枫泾镇,1810705,社会稳定办公室副主任科员及以下,负责起草综治、维稳各类会议、总结、文件材料；参与各类社会突出矛盾的处置。,,乡镇公务员职位。,False,0,False,0,1
705,不限,不限,综合管理,二年,学士,本科及以上,706,1,金山区,具有两年以上基层工作经历的人员,不限,枫泾镇,1810706,社会事业发展和社区管理办公室副主任科员及以下,协调各部门开展公共卫生、爱国卫生、食品卫生的管理监督工作。,,乡镇公务员职位。,False,0,False,0,1
706,不限,,综合管理,二年,学士,本科,707,1,金山区,具有两年以上基层工作经历的人员,中共党员,亭林镇,1810707,社会事业发展和社区管理办公室职位科员,从事残联、社会救助等社会保障工作。,工作积极主动、认真细致、责任心强；具有党建、社会工作经验者优先。,乡镇公务员职位。,False,0,False,0,1
707,不限,,综合管理,二年,不限,本科,708,1,金山区,具有两年以上基层工作经历的人员,中共党员,亭林镇,1810708,社会稳定办公室职位科员,从事社会治安综合治理、维护社会稳定、平安创建以及人口服务管理等工作。,工作积极主动、认真细致、责任心强；具有一定的文字功底；具有综治工作经验者优先。,乡镇公务员职位。,False,0,False,0,1
708,"工商管理类,社会学类,计算机类","工商管理类,社会学类,计算机科学与技术类",综合管理,二年,学士,本科及以上,709,1,金山区,具有两年以上基层工作经历的人员,中共党员,张堰镇,1810709,社会事业发展和社区管理办公室副主任科员及以下,从事老龄、教育等社会事业发展、管理等方面工作。,有乡镇相关工作经验且熟悉本地语言者优先。,乡镇公务员职位。,False,0,False,0,1
709,"法学,汉语言文学",,综合管理,二年,学士,本科,710,1,金山区,具有两年以上基层工作经历的人员,不限,朱泾镇,1810710,党政办公室科员,组织起草党委政府工作计划、报告、决定、总结等文件；负责保密、文秘、档案、法制、信息、接待等机关事务工作；协调辖区精神文明创建活动等。,具有较强的组织协调、文字写作能力，较高的计算机操作水平。熟悉本地语言优先。,乡镇公务员职位。,False,0,False,0,1
710,不限,,综合管理,二年,学士,本科,711,1,金山区,具有两年以上基层工作经历的人员,不限,朱泾镇,1810711,社会事业发展办公室科员,制定并组织实施镇老龄办事业发展规划；指导督促基层单位及涉老单位开展条线工作；接待处理老年人来信来访，依法维护老年人合法权益；负责调查统计和收录上报工作。,具有较强的组织协调、文字写作能力，较高的计算机操作水平。熟悉本地语言优先。,乡镇公务员职位。,False,0,False,0,1
711,工商管理类,,综合管理,二年,学士,本科,712,1,金山区,具有两年以上基层工作经历的人员,中共党员,金山卫镇,1810712,党群工作办公室科员,主要负责基层干部队伍建设，基层党组织管理、文稿撰写、档案资料整理等工作。,具有乡镇党务工作经验,乡镇公务员职位。,False,0,False,0,1
712,"土木类,建筑类,环境科学与工程类","土木工程类,建筑学类,环境科学与工程类",城市建设管理,二年,学士,本科及以上,713,1,金山区,具有两年以上基层工作经历的人员,不限,金山卫镇,1810713,规划建设和环境保护办公室科员,从事建设工程项目管理相关工作，负责项目预结算、施工现场管理等。,具有相关岗位工作经历,熟悉当地语言者优先。乡镇公务员职位。,False,0,False,0,1
713,不限,不限,城市建设管理,二年,学士,本科及以上,714,1,金山区,具有两年以上基层工作经历的人员,不限,漕泾镇,1810714,规划建设和环境保护办科员,组织落实建设工程项目立项、报批及进度控制等工作。,熟悉农村情况，有较强的组织协调能力和行政管理能力。具有规划建设从业经历。城乡规划、土木工程、给排水专业优先。,中共党员优先。乡镇公务员职位。,False,0,False,0,1
714,"中国语言文学类,新闻传播学类,法学类","中国语言文学类,新闻传播学类,法学类",综合管理,二年,学士,本科及以上,715,1,金山区,具有两年以上基层工作经历的人员,不限,漕泾镇,1810715,办公室科员,督促、检查基层单位贯彻落实中央、市、区及镇党委、政府工作的落实情况；协助领导做好年度工作计划、工作总结，起草有关文件和材料；制定和实施机关岗位目标责任制方案及机关各项规章制度；及其他方面综合协调工作。,有较强的组织协调能力，有吃苦精神。,中共党员优先。乡镇公务员职位。,False,0,False,0,1
715,"经济学,经济统计学,法学","经济学,管理学",综合管理,二年,学士,本科及以上,716,1,金山区,具有两年以上基层工作经历的人员,不限,山阳镇,1810716,经济发展办公室科员,负责全镇经济和社会发展的综合统计和分析研究工作。,具有较强的数据分析能力、语言文字表达能力及组织协调能力。,熟悉当地语言、具有相关工作经历者优先。乡镇公务员职位。,False,0,False,0,1
716,,"政治经济学,区域经济学",经济管理,二年,硕士,硕士研究生,717,1,金山区,具有两年以上基层工作经历的人员,不限,吕巷镇,1810717,经济发展办公室科员,负责经济发展、运行情况的分析和对各类经济组织的协调和服务等工作。,,乡镇公务员职位。,False,0,False,0,1
717,新闻传播学类,,综合管理,二年,学士,本科,718,1,松江区,具有两年以上基层工作经历的人员,中共党员,侨办,1810718,科员,从事办公室工作、综合业务管理,1、具有较强的口头表达、文字采编能力和组织、协调能力。2、有相关群团工作经验者优先。,,False,0,False,0,1
718,"法学类,财政学类",,综合管理,二年,学士,本科,719,1,松江区,具有两年以上基层工作经历的人员,不限,人大办,1810719,综合秘书科科员,协助完成办公室办文、办会、网站运行等相关工作,,全日制本科;2年以上基层工作经验优先,False,0,False,0,1
719,,"行政管理,社会保障",综合管理,二年,硕士,硕士研究生,720,1,松江区,具有两年以上基层工作经历的人员,中共党员,机管局,1810720,综合科科员,负责各类规划计划、总结、文稿、调研报告的起草、撰写；参与各类调查研究，参与相关政策规划制定；负责党建、政务信息公开、政务信息报送、保密等工作；完成领导交办的其他工作,1、全日制研究生毕业；2、具有较强的组织协调能力及文字表达能力，能熟练运用计算机；3、具备办公室、党建、网站管理工作经验；4、具备国家计算机二级证书。,,False,0,False,0,1
720,动物医学,,综合管理,二年,学士,本科,721,1,松江区,具有两年以上基层工作经历的人员,中共党员,农委,1810721,畜牧水产办科员,从事畜牧兽医服务体系管理，畜牧生产指导和计划制订，无公害畜禽生产基地建设和管理，畜禽产品安全监管等工作。,1、具有较强的文字表达能力和组织协调能力；2、全日制大学本科。,有小型轿车驾驶证的优先,False,0,False,0,1
721,环境科学与工程类,,财务管理,二年,学士,本科,722,1,松江区,具有两年以上基层工作经历的人员,不限,审计局,1810722,社保资源审计科科员,从事资源环境类审计工作及其他审计业务工作,1、需取得全国大学英语六级合格证书或考试成绩425分及以上。2、有审计、环境工程相关工作经验的优先考虑。,全日制本科学历,False,0,False,0,1
722,不限,,综合管理,二年,学士,本科,723,1,松江区,具有两年以上基层工作经历的人员,不限,民政局,1810723,救济救灾科科员,负责社会救助和居民经济状况核对及防灾减灾救灾等工作,持社会工作者职业水平证书者优先,全日制本科学历,False,0,False,0,1
723,临床医学类,,综合管理,二年,学士,本科,724,1,松江区,具有两年以上基层工作经历的人员,不限,卫计委,1810724,医政和中医药管理科科员,从事医政和中医药管理工作,1、具有执业医师资格证书。2、具有临床中级及以上专业技术职务任职资格。3、要求有两年以上医疗相关工作经历。,,False,0,False,0,1
724,计算机科学与技术,,信息管理,二年,学士,本科,725,1,松江区,具有两年以上基层工作经历的人员,不限,卫计委,1810725,计划生育基层指导科科员,负责信息系统维护、分析、运用及网站管理；协助科长开展各类计划生育基层指导工作,1、需取得英语四级合格证书或考试成绩425分以上。2、具有统计从业资格证书者优先。3、熟悉计划生育信息管理、运用者优先。,,False,0,False,0,1
725,"土木工程,水务工程",,城市建设管理,二年,学士,本科,726,1,松江区,具有两年以上基层工作经历的人员,中共党员,水务局,1810726,规划和工程管理科科员,组织水利规划的编制，负责相关水利工程项目建设的推进、管理和监督工作，做好涉水事项的行业审核工作。,1.具有国家一级注册建造师资格证书；2.具有水务专业中级职称及以上。,全日制大学本科,False,0,False,0,1
726,"信息管理与信息系统,信息安全",,综合管理,二年,学士,本科,727,1,松江区,具有两年以上基层工作经历的人员,中共党员,规土局,1810727,组织人事科科员,从事组织人事、人员档案管理、干部信息和党员信息系统维护等工作,1、具有较强的文字处理、综合协调和落实执行能力；2、具有二年以上组织人事相关工作经验。,全日制,False,0,False,0,1
727,"应用化学,制药工程,环境工程","环境工程,环境科学",综合管理,二年,学士,本科及以上,728,1,松江区,具有两年以上基层工作经历的人员,不限,环保局,1810728,审批科科员,从事环评文件初审、建设项目现察看、专项检查等工作,具有相关工作经验及有工程师职称的优先,全日制本科及以上，具有机动车驾驶证,False,0,False,0,1
728,"化工与制药类,机械类,安全科学与工程类","化学类,化学工程与技术类,机械工程类",综合管理,二年,学士,本科及以上,729,1,松江区,具有两年以上基层工作经历的人员,不限,安监局,1810729,科员,从事企业安全生产监督检查及管理工作,1.电气类专业也可。2.若为本科生需取得全国大学英语四级合格证书或考试成绩425分及以上；若为硕士研究生需取得全国大学英语六级合格证书或考试成绩425分及以上。3.获注册安全工程师专业技术资格者优先。4.具有安全生产监督执法证者优先。,1.从事安全生产监督管理工作2年及以上。2.需参与事故现场勘察和调查工作，能够24小时应急值班，具有较好的体力和较强的心理承受能力。,False,0,False,0,1
729,法学类,法学类,政法,二年,学士,本科及以上,730,1,松江区,具有两年以上基层工作经历的人员,中共党员,司法局,1810730,基层司法所科员1,指导管理参与人民调解工作；开展社区矫正工作；协调有关部门和单位开展对刑释解教人员的安置帮教工作等职能,具有政法相关工作经历优先。,大学本科及研究生阶段均为全日制。,False,0,False,0,1
730,"法学类,经济学类",,综合管理,二年,学士,本科,731,1,松江区,具有两年以上基层工作经历的人员,中共党员或共青团员,岳阳街道,1810731,社区自治办公室科员,负责居委会换届选举工作；组织开展志愿服务活动，加强社会团体、民非组织建设等；共同参与动员社会力量参与居民自治、社区共治，开展社会建设工作等,具有较强的事业心、责任感和踏实的工作作风，具有较强的文字能力、协调能力和学习能力。具有社区工作经验两年及以上。,具有社区工作者证书优先,False,0,False,0,1
731,"财务管理,会计学",,财务管理,二年,学士,本科,732,1,松江区,具有两年以上基层工作经历的人员,中共党员或共青团员,岳阳街道,1810732,社区综合保障办公室科员,负责预算单位及非预算单位账务处理、编制报表及其他财务管理工作,熟悉行政事业单位财务管理工作，具有两年及以上财务工作经验，政治素质好，身体健康。,,False,0,False,0,1
732,"公共管理类,新闻传播学类,中国语言文学类","公共管理类,新闻传播学类,中国语言文学类",综合管理,二年,学士,本科及以上,733,1,松江区,具有两年以上基层工作经历的人员,中共党员,中山街道,1810733,社区党建办公室科员,负责协调推进基层党组织建设，做好基层干部队伍建设和党员教育管理工作。,1、具备较强的责任意识和保密意识；2、熟悉机关公文写作，具有良好的口头表达能力、文字能力和协调能力。,全日制本科及以上学历。,False,0,False,0,1
733,"工商管理类,公共管理类","工商管理类,公共管理类",综合管理,二年,学士,本科及以上,734,1,松江区,具有两年以上基层工作经历的人员,中共党员,永丰街道,1810734,社区党建办科员,从事人事、人才等工作。,具有人事、档案管理相关工作经历者优先。,全日制本科及以上学历,False,0,False,0,1
734,,中共党史,综合管理,二年,硕士,硕士研究生,735,1,松江区,具有两年以上基层工作经历的人员,中共党员,方松街道,1810735,社区党建办科员,开展宣传教育活动、精神文明建设等工作。,具有较高的政治理论素质和文字写作水平。,全日制研究生,False,0,False,0,1
735,"资产评估,市场营销,物业管理",,综合管理,二年,学士,本科,736,1,松江区,具有两年以上基层工作经历的人员,不限,方松街道,1810736,社区发展办科员,从事城市建设项目日常管理、经济园区和商业街区服务保障以及辖区保障房、旧住房综合管理。,具有较高的政策理论水平和较强的文字写作能力。,全日制本科生,False,0,False,0,1
736,不限,不限,综合管理,二年,学士,本科及以上,737,1,松江区,具有两年以上基层工作经历的人员,不限,九里亭街道,1810737,社区自治办公室科员,从事指导基层自治和动员社会参与等工作,持有社会工作者职业资格证书；具有较强的组织协调能力；有相关工作经历者优先。,全日制,False,0,False,0,1
737,建筑类,建筑学类,城市建设管理,二年,学士,本科及以上,738,1,松江区,具有两年以上基层工作经历的人员,不限,泗泾镇,1810738,基本管理单元1,参与社区建设规划管理，从事社区公共服务设施规划和环境保护、违章建筑整治等相关管理工作。,1、大学英语四级合格或成绩在425分以上；2、具有集镇规划管理或社区管理经历优先。,乡镇公务员职位,False,0,False,0,1
738,经济学类,经济学,综合管理,二年,学士,本科及以上,739,1,松江区,具有两年以上基层工作经历的人员,不限,泗泾镇,1810739,基本管理单元2,参与社区经济组织产业结构调整，从事社区内经济组织发展、运行情况的分析和对各类经济组织的服务、管理和协调等工作。,1、大学英语四级合格或成绩在425分以上；2、具有经济管理或社区管理经历优先。,乡镇公务员职位,False,0,False,0,1
739,"中国语言文学类,新闻传播学类,公共管理类","中国语言文学类,新闻传播学类,公共管理类",综合管理,二年,学士,本科及以上,740,1,松江区,具有两年以上基层工作经历的人员,中共党员,洞泾镇,1810740,党政办公室科员,负责镇年度计划、综合性报告、总结撰写，熟悉办公室文秘工作流程，协助处理各项文案工作,熟练操作和运用办公系统软件，具有较强文字写作和口头表达能力；有一定的政策把握及沟通协调能力,"全日制本科及以上学历,乡镇公务员职位",False,0,False,0,1
740,"经济学类,金融学类",,综合管理,二年,学士,本科,741,1,松江区,具有两年以上基层工作经历的人员,中共党员,石湖荡镇,1810741,经发办科员,能根据要求做好项目申报管理、产业发展规划、预测、分析等工作,,"全日制本科,乡镇公务员职位",False,0,False,0,1
741,不限,,综合管理,二年,学士,本科,742,1,松江区,具有两年以上基层工作经历的人员,不限,新浜镇,1810742,经济发展办公室科员,主要负责对外投资项目的招商组织和实施，配合做好本地区经济组织的协调和服务工作。,具有德语专业八级者优先；能熟练运用英语、德语者优先。,"全日制毕业,乡镇公务员职位",False,0,False,0,1
742,"经济学类,经济与贸易类",,综合管理,二年,学士,本科,743,1,松江区,具有两年以上基层工作经历的人员,不限,泖港镇,1810743,经发办科员,协助部门领导做好本镇经济运行情况的分析和对各类经济组织的指导、协调和服务工作,具有相关经济工作经历者优先。,"全日制本科,乡镇公务员职位",False,0,False,0,1
743,"土木类,建筑类",,综合管理,二年,学士,本科,744,1,松江区,具有两年以上基层工作经历的人员,不限,泖港镇,1810744,村镇办科员,从事村镇规划、集镇建设以及环境保护、市容市貌等相关管理工作,具有相关工作经历者优先。,"全日制本科,乡镇公务员职位",False,0,False,0,1
744,"城乡规划,工程管理",建筑学类,城市建设管理,二年,学士,本科及以上,745,1,松江区,具有两年以上基层工作经历的人员,不限,新桥镇,1810745,村镇建设管理办公室科员,负责镇域内土地规划管理、建设项目协调等工作。,熟悉城市规划管理相关法规和政策，以及相关行政许可流程，具备较强的文字表达能力。,本科阶段必须全日制，乡镇公务员职位,False,0,False,0,1
745,环境科学与工程类,环境科学与工程类,综合管理,二年,学士,本科及以上,746,1,松江区,具有两年以上基层工作经历的人员,不限,新桥镇,1810746,基本管理单元科员2,从事辖区公共服务设施规划、改建、环境保护、市容市貌管理和整治等相关管理工作。,有环境保护相关从业经验。,本科阶段必须全日制，乡镇公务员职位,False,0,False,0,1
746,公共管理类,,综合管理,二年,学士,本科,747,1,松江区,具有两年以上基层工作经历的人员,不限,残联,1810747,组联维权科科员,做好残疾评定、“残疾人证”的发放和管理；指导残疾人专门协会开展适合各类残疾人特点的活动；指导社区残疾人协会开展各项助残工作等。,,全日制本科学历,False,0,False,0,1
747,不限,,综合管理,二年,学士,本科,748,1,青浦区,具有两年以上基层工作经历的人员,不限,教育局,1810748,基础教育科科员,中小学教育管理（包括学籍、课程等教育教学管理工作）,具有中级或以上教师职称,,False,0,False,0,1
748,"土木工程,建筑学",,城市建设管理,二年,学士,本科,749,1,青浦区,具有两年以上基层工作经历的人员,不限,建管委,1810749,综合规划科科员,负责编制基础设施建设专项规划，对建设项目进行专项技术研究,全日制本科,,False,0,False,0,1
749,不限,,综合管理,二年,学士,本科,750,1,青浦区,具有两年以上基层工作经历的人员,不限,建管委,1810750,办公室科员,从事机关行政事务，负责会务、文书、档案资料编撰工作。,全日制本科,,False,0,False,0,1
750,"会计学,财务管理",,财务管理,二年,学士,本科,751,1,青浦区,具有两年以上基层工作经历的人员,不限,经济委员会,1810751,财务科科员,从事会计工作，包括编制预算和决算、日常会计核算、账务处理等,具有会计上岗证或助理会计师职称,,False,0,False,0,1
751,,"工商管理类,产业经济学,区域经济学",经济管理,二年,硕士,硕士研究生,752,1,青浦区,具有两年以上基层工作经历的人员,不限,经济委员会,1810752,经济运行科科员,开展产业领域相关调研，负责产业经济运行的研究和分析，起草经济运行分析报告。,,,False,0,False,0,1
752,"土木类,建筑类","土木工程类,建筑学类",城市建设管理,二年,学士,本科及以上,753,1,青浦区,具有两年以上基层工作经历的人员,不限,白鹤镇,1810753,规划建设和环境保护办公室科员,从事规划建设、工程管理等工作,,乡镇公务员职位。,False,0,False,0,1
753,"中国语言文学类,法学类,历史学类","中国语言文学类,法学类,历史学类",综合管理,二年,学士,本科及以上,754,1,青浦区,具有两年以上基层工作经历的人员,不限,白鹤镇,1810754,办公室科员,从事办公室秘书、文字材料等工作,,乡镇公务员职位。,False,0,False,0,1
754,电子信息类,,综合管理,二年,学士,本科,755,1,青浦区,具有两年以上基层工作经历的人员,不限,人社局,1810755,工资福利科科员,负责全区工资福利管理及工资信息管理工作。,,,False,0,False,0,1
755,"土木类,建筑类,管理科学与工程类","建筑学类,土木工程类",城市建设管理,二年,学士,本科及以上,756,1,青浦区,具有两年以上基层工作经历的人员,不限,规土局,1810756,规划管理科科员,负责区域内各类规划的编制、审核、报批及相关协调工作。,,,False,0,False,0,1
756,"土木类,建筑类,交通工程","建筑学类,土木工程类",城市建设管理,二年,学士,本科及以上,757,1,青浦区,具有两年以上基层工作经历的人员,不限,规土局,1810757,建筑规划管理科科员,负责区域内建设工程的审批与管理工作。,,,False,0,False,0,1
757,"法学,文学,管理学",,综合管理,二年,学士,本科,758,1,青浦区,具有两年以上基层工作经历的人员,不限,人大办,1810758,秘书科秘书,人大机关文秘工作。,,,False,0,False,0,1
