,专业本科,专业研究生,专业考试,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
585,"土木类,建筑类","土木工程类,建筑学类",综合管理,五年以上,学士,本科及以上,586,1,嘉定区,具有两年以上基层工作经历的人员,不限,徐行镇,1410586,规划建设与环境保护办公室科员,从事工程建设。,具有相关工作经验和工程师等相关专业技术证书。,乡镇公务员职位,False,0,False,0,1
586,不限,,综合管理,二年,不限,本科,587,1,嘉定区,具有两年以上基层工作经历的人员,中共党员,华亭镇,1410587,办公室科员,承担政府文件及其他文字材料的起草工作；机关内务工作。,具有二年以上街镇工作经验。有责任心，有一定的组织协调能力，有扎实的文字功底和较高的计算机操作水平。,乡镇公务员职位,False,0,False,0,1
587,不限,,综合管理,二年,不限,本科,588,1,嘉定区,具有两年以上基层工作经历的人员,不限,华亭镇,1410588,社会事业发展办公室科员,从事社会管理服务工作。,具有二年以上街镇工作经验。有较好的业务水平和较强的沟通协调能力，有扎实的文字功底和较高的计算机操作水平。,乡镇公务员职位,False,0,False,0,1
588,"土木类,建筑类","土木工程类,建筑学类",城市建设管理,二年,学士,本科及以上,589,1,嘉定区,具有两年以上基层工作经历的人员,不限,华亭镇,1410589,规划环保办公室科员,从事土地规划管理工作。,具有土地管理、城市规划等相关中级职称。全日制本科。,乡镇公务员职位,False,0,False,0,1
589,"农业工程类,机械类",,经济管理,五年以上,学士,本科,590,1,嘉定区,具有两年以上基层工作经历的人员,不限,华亭镇,1410590,经济发展办公室科员,从事农业机械化生产管理。,综合素质好，有较好的业务水平和较强的沟通协调能力，有扎实的文字功底和较高的计算机操作水平。熟悉农业机械使用管理。全日制本科。,乡镇公务员职位,False,0,False,0,1
590,"工商管理类,公共管理类",,综合管理,三年,学士,本科,591,1,嘉定区,具有两年以上基层工作经历的人员,中共党员或共青团员,科委,1410591,园区管理科科员,贯彻张江高科相关政策，研究制定相关政策落实方案；指导企业项目申报并对项目进行跟踪调研；督察严守审核嘉定区企业申报张江资金项目；加强园区知识产权管理；统计分析嘉定园区各项数据；督察考核分园管理；多渠道宣传嘉定园最新进展。,全日制，一年以上科技工作经验，具有产业园区管理相关工作经历。有较强的人际沟通能力和综合协调能力，有较强的理论功底、文字表达和分析能力。,,False,0,False,0,1
591,"法学,经济学类,行政管理 ",,综合管理,五年以上,不限,本科,592,1,嘉定区,具有两年以上基层工作经历的人员,中共党员,总工会,1410592,保障法律部科员,负责职工合法权益的维护、劳资矛盾调处、工会经费缴拨情况的监督等相关工作。,具有五年以上专职工会工作经验或劳资矛盾调处经验。精通劳动法律法规。具有较强的文字与口头表达能力和协调沟通能力。,具有劳动仲裁员资格证书者优先。,False,0,False,0,1
592,"汉语言文学,新闻学","中国语言文学类,新闻学",综合管理,二年,学士,本科及以上,593,1,金山区,具有两年以上基层工作经历的人员,中共党员,亭林镇,1410593,宣传统战办副主任科员及以下,负责文字材料起草、信息编撰、宣传报道等工作，协助策划和实施群众性活动。,具有相关工作经历。,乡镇公务员职位,False,0,False,0,1
593,"汉语言文学,新闻学","中国语言文学类,新闻学",综合管理,二年,学士,本科及以上,594,1,金山区,具有两年以上基层工作经历的人员,不限,吕巷镇,1410594,办公室副主任科员及以下,协助领导做好年度工作计划、工作总结，起草有关文件和材料；负责政务公开、信息化管理、文秘等其他机关内部事务管理。,大学英语六级合格或成绩425分及以上。具有两年以上相关工作经历。,乡镇公务员职位,False,0,False,0,1
594,经济学类,应用经济学类,经济管理,二年,学士,本科及以上,595,1,金山区,具有两年以上基层工作经历的人员,不限,张堰镇,1410595,经济发展办公室副主任科员及以下,从事工业经济管理与服务工作。,,乡镇公务员职位，有乡镇相关工作经验且熟悉本地语言者优先。,False,0,False,0,1
595,"社会学类,公共管理类","公共管理类,社会学",综合管理,二年,学士,本科及以上,596,1,金山区,具有两年以上基层工作经历的人员,中共党员,张堰镇,1410596,社会事业发展和社区管理办公室副主任科员及以下,从事老龄、教育等社会事业发展、管理等方面工作。,,乡镇公务员职位，有乡镇相关工作经验且熟悉本地语言者优先。,False,0,False,0,1
596,"汉语言文学,行政管理","中国语言文学类,行政管理",综合管理,二年,学士,本科及以上,597,1,金山区,具有两年以上基层工作经历的人员,中共党员,张堰镇,1410597,办公室副主任科员及以下,从事政府文件及其他文字材料的起草工作及机关内务管理工作。,,乡镇公务员职位，有乡镇相关工作经验且熟悉本地语言者优先。,False,0,False,0,1
597,不限,,综合管理,二年,学士,本科,598,1,金山区,具有两年以上基层工作经历的人员,中共党员,朱泾镇,1410598,党群工作办公室科员,经常对党员进行遵守纪律的教育，作出关于维护党纪的决定；对党员领导干部行使监督；受理党员的控告和申诉。,,乡镇公务员职位,False,0,False,0,1
598,不限,,综合管理,二年,学士,本科,599,1,金山区,具有两年以上基层工作经历的人员,不限,朱泾镇,1410599,武装部科员,负责全镇兵役征集工作，开展国防教育宣传，兵役执法检查，兵役登记。,,乡镇公务员职位，退伍军人优先。,False,0,False,0,1
599,不限,,综合管理,五年以上,不限,本科,600,1,金山区,具有两年以上基层工作经历的人员,中共党员,山阳镇,1410600,党群工作办公室科员,协助做好党务、群团等工作，负责相关文字处理等其他日常工作。,,乡镇公务员职位，熟悉当地语言、具有相关工作经历者优先。,False,0,False,0,1
600,法学类,,政法,三年,学士,本科,601,1,金山区,具有两年以上基层工作经历的人员,中共党员,山阳镇,1410601,社会稳定办公室科员,负责平安建设推进、人民群众来信来访接待处置等工作。,,乡镇公务员职位，熟悉当地语言、具有相关工作经历者优先。,False,0,False,0,1
601,不限,,综合管理,二年,不限,本科,602,1,金山区,具有两年以上基层工作经历的人员,不限,山阳镇,1410602,社区管理办公室科员,负责社区管理、建设等方面的指导、协调工作。,,乡镇公务员职位，熟悉当地语言、具有相关工作经历者优先。,False,0,False,0,1
602,法学,,综合管理,五年以上,学士,本科,603,1,金山区,具有两年以上基层工作经历的人员,中共党员,漕泾镇,1410603,党群办科员,从事党务、组织、统战等协助工作，负责文字处理等，协助做好会务、和其他日常工作。,,乡镇公务员职位，熟悉当地语言、具有统战工作经历者优先。,False,0,False,0,1
603,土木工程,,城市建设管理,五年以上,不限,本科,604,1,金山区,具有两年以上基层工作经历的人员,中共党员,漕泾镇,1410604,规划建设和环境保护办科员,从事市政工程、建筑施工现场管理等方面工作。负责村镇环境保护等相关工作。,,乡镇公务员职位，熟悉当地语言、具有相关工作经历者优先。,False,0,False,0,1
604,不限,,政法,五年以上,不限,本科,605,1,金山区,具有两年以上基层工作经历的人员,不限,漕泾镇,1410605,办公室科员,处理群众来信和接待来访，做好信访接待、登记、传递、自办、转办、督办、协办、年终总结、报表、立卷归档等工作。,,乡镇公务员职位，熟悉当地语言、具有相关工作经历者优先。,False,0,False,0,1
605,不限,,综合管理,二年,不限,本科,606,1,金山区,具有两年以上基层工作经历的人员,不限,漕泾镇,1410606,经发办科员,负责开展全镇经济运行情况的调查、统计、分析和研究工作；强化对工业、贸易、招商引资和第三产业发展的指导、协调、服务。,,乡镇公务员职位，熟悉当地语言、具有相关经济工作经历者优先。,False,0,False,0,1
606,不限,,综合管理,二年,学士,本科,607,1,金山区,具有两年以上基层工作经历的人员,中共党员,金山卫镇,1410607,办公室科员,负责文件起草，会务安排、事务协调等工作。,具有街镇工作经验。大学生村官优先。,乡镇公务员职位,False,0,False,0,1
607,土木工程,土木工程类,城市建设管理,三年,学士,本科及以上,608,1,金山区,具有两年以上基层工作经历的人员,中共党员,金山卫镇,1410608,规划建设和环境保护办公室副主任科员及以下,从事项目前期手续办理、项目管理以及城市管理等方面工作。,具有建筑项目管理工作经历，熟悉规划建设相关业务。,乡镇公务员职位,False,0,False,0,1
608,"法学,行政管理","法学,行政管理",综合管理,二年,学士,本科及以上,609,1,金山区,具有两年以上基层工作经历的人员,不限,枫泾镇,1410609,社会稳定办副主任科员及以下,起草综治、维稳各类会议、总结、文件材料；参与各类社会突出矛盾的处置。,,乡镇公务员职位,False,0,False,0,1
609,"法学,汉语言文学,政治学与行政学 ","法学,中国语言文学类,政治学类",综合管理,二年,学士,本科及以上,610,1,金山区,具有两年以上基层工作经历的人员,不限,枫泾镇,1410610,办公室副主任科员及以下,起草有关会议主持稿、计划总结、调研活动等文字材料;参与各类会议或活动的筹备组织、会务服务等工作。,,乡镇公务员职位,False,0,False,0,1
610,"行政管理,人力资源管理",,综合管理,二年,学士,本科,611,1,金山区,具有两年以上基层工作经历的人员,中共党员,枫泾镇,1410611,党群工作办公室科员,负责机关、事业单位人员考核、培训、招录、人事信息管理、薪酬福利等相关工作；开展本地区人才发展规划研究及相关政策调研。,,乡镇公务员职位,False,0,False,0,1
611,不限,不限,综合管理,三年,不限,本科及以上,612,1,金山区,具有两年以上基层工作经历的人员,不限,廊下镇,1410612,社会事业发展和社区管理办公室副主任科员及以下,负责加强和改进对社区的教育管理工作；建立完善区域化服务群众工作体系，整合各类资源、服务社区群众，调动居民积极参与。,,乡镇公务员职位,False,0,False,0,1
612,"法学,公共管理类",,综合管理,三年,不限,本科,613,1,金山区,具有两年以上基层工作经历的人员,中共党员,亭林镇,1410613,党群办科员,从事纪检（监察）工作。,,乡镇公务员职位,False,0,False,0,1
613,"社会学,社会工作",社会学,政法,二年,学士,本科及以上,614,2,金山区,具有两年以上基层工作经历的人员,不限,司法局,1410614,司法所科员,基层司法行政工作，从事人民调解、法制宣传、社区矫正、安置帮教等工作。,,熟悉本地语言者优先。,False,0,False,0,2
614,法学类,法学类,政法,二年,学士,本科及以上,615,4,金山区,具有两年以上基层工作经历的人员,不限,检察院,1410615,检察工作人员,根据相关法律规定和《检察官法》要求，依法履行法律监督职能，参与检察办案工作。,已获得国家司法考试A类证书。,熟悉本地语言者优先。,False,0,False,0,4
615,"会计学,财务管理","会计学,企业管理",财务管理,二年,学士,本科及以上,616,1,金山区,具有两年以上基层工作经历的人员,中共党员,区府办,1410616,财务科副主任科员及以下,编制记账凭证并对有关记账凭证、原始凭证数据进行审核，以及进行记账、结账、编制年度预决算与财务分析工作；按照会计档案要求，做好账簿、报表、会计凭证等的整理立卷工作。,具有会计从业资格证书。,具有行政事业相关财务工作经历者优先。,False,0,False,0,1
616,,"金融学,国际贸易学",综合管理,二年,硕士,硕士研究生及以上,617,1,金山区,具有两年以上基层工作经历的人员,中共党员,发改委,1410617,金融发展与服务科副主任科员及以下,综合分析本区资金形势，研究提出政府投融资方案，协调指导区级投资公司的投融资工作；研究提出本区金融促进经济发展的政策建议，参与融资、金融风险防范的有关工作。,掌握经济学、金融学、财务管理的有关理论，熟悉经济政策法规，具有较强的金融管理水平。,本科专业是金融学或国际经济与贸易者优先。具有两年以上金融管理经历者优先。,False,0,False,0,1
617,,"行政管理,中国语言文学类,外国语言文学类",综合管理,二年,硕士,硕士研究生及以上,618,1,金山区,具有两年以上基层工作经历的人员,不限,房管局,1410618,办公室副主任科员及以下,从事人事、工资和综合协调等工作。,本科专业要求是行政管理或语言文学类；具有2年以上相关工作经验。,,False,0,False,0,1
618,不限,不限,综合管理,五年以上,学士,本科及以上,619,1,金山区,具有两年以上基层工作经历的人员,中共党员,教育局,1410619,党委办公室副主任科员及以下,负责党务、组织等协助工作；承担公文起草，文字处理、信息撰写等工作。,,具有五年以上教学工作经历；学科骨干、有学校管理经验者优先。,False,0,False,0,1
619,不限,不限,综合管理,五年以上,学士,本科及以上,620,1,金山区,具有两年以上基层工作经历的人员,中共党员,教育局,1410620,综合教育科副主任科员及以下,负责学校德育、艺术、学生管理等工作。,,具有从事学校德育、艺术、学生管理、团工作等2年以上管理经历；学科骨干者优先。,False,0,False,0,1
620,不限,不限,综合管理,五年以上,学士,本科及以上,621,1,金山区,具有两年以上基层工作经历的人员,中共党员,教育局,1410621,中学教育科副主任科员及以下,负责中学教育教学常规管理工作。,,具有中学一级以上职称，学科骨干；有一定的学校教学管理经验者优先。,False,0,False,0,1
621,,计算机科学与技术类,信息管理,二年,硕士,硕士研究生及以上,622,1,金山区,具有两年以上基层工作经历的人员,不限,检察院,1410622,检察技术人员,从事计算机软件、硬件等检察信息技术管理。,具有CISCO认证的CCNA或以上证书，熟悉ORACLE或MS-SQLSERVER等大型数据库，精通一至两门常用编程软件，并有独立设计开发软件的能力和经验。,熟悉本地语言者优先。,False,0,False,0,1
622,"法学类,公安学类",法学类,政法,二年,学士,本科及以上,623,1,金山区,具有两年以上基层工作经历的人员,不限,检察院,1410623,司法警察,根据法律规定和相关职责要求，从事追捕、追逃、看管、法律文书送达等司法警察工作。,,持有驾驶证者优先。熟悉本地语言者优先。,False,0,False,0,1
623,法学类,法学类,政法,二年,学士,本科及以上,624,1,金山区,具有两年以上基层工作经历的人员,不限,司法局,1410624,司法所科员,基层司法行政工作，从事人民调解、法制宣传、社区矫正、安置帮教等工作。,,熟悉本地语言者优先。,False,0,False,0,1
624,"行政管理,会计学,财务管理 ",,财务管理,二年,不限,本科,625,1,金山区,具有两年以上基层工作经历的人员,不限,残联,1410625,办公室科员,从事财务相关工作，配合做好办公室相关工作。,具有会计从业资格证书。,有相关工作经历者优先。,False,0,False,0,1
625,法学,法学类,综合管理,三年,学士,本科及以上,626,1,松江区,具有两年以上基层工作经历的人员,不限,永丰街道,1410626,综治办科员,负责管理、协调、指导辖区社会治安综合治理工作,,,False,0,False,0,1
626,法学类,,政法,五年以上,学士,本科,627,1,松江区,具有两年以上基层工作经历的人员,不限,人民法院,1410627,司法行政人员,从事审判信息系统管理、法院信息化管理,持有网络管理认证工程师资格证书,,False,0,False,0,1
627,网络工程,计算机应用技术,信息管理,二年,学士,本科及以上,628,1,松江区,具有两年以上基层工作经历的人员,不限,小昆山镇,1410628,办公室科员,为网络平台提供软硬件维护管理和故障解决,1、全日制；2、计算机中级证书或工程师资质,乡镇公务员职位,False,0,False,0,1
628,"中国语言文学类,新闻传播学类,哲学类 ",,综合管理,三年,学士,本科,629,1,松江区,具有两年以上基层工作经历的人员,中共党员,新桥镇,1410629,党群工作办公室科员,做好党的基层组织建设和人事管理等工作。,法学类专业也可。,乡镇公务员职位,False,0,False,0,1
629,"经济学类,统计学类,工商管理类 ","应用经济学类,统计学,工商管理类",经济管理,三年,学士,本科及以上,630,1,松江区,具有两年以上基层工作经历的人员,不限,新桥镇,1410630,经济发展办公室科员,协助做好工业和第三产业发展规划以及招商引资等与经济发展相关的工作。,有较强的理论功底、文字表达、综合协调能力，熟悉相关政策法规，具有财经管理、审计相关工作经验。,乡镇公务员职位,False,0,False,0,1
630,"土木类,建筑类","建筑学类,土木工程类",城市建设管理,二年,学士,本科及以上,631,1,松江区,具有两年以上基层工作经历的人员,不限,车墩镇,1410631,村镇办科员,从事村镇规划建设和集镇建设、动拆迁安置以及环境保护、市容市貌等相关管理工作,1、全日制；2、精通工程建设项目管理，熟悉项目预决算，工程图纸等。,乡镇公务员职位,False,0,False,0,1
631,公共事业管理,行政管理,综合管理,五年以上,不限,本科及以上,632,1,松江区,具有两年以上基层工作经历的人员,中共党员,叶榭镇,1410632,社会治安综合治理办公室科员,负责各类计划、总结的起草工作，汇总上报各类报表；参与普法宣传和法制教育工作；参与法律服务和综合执法工作。,具有助理政工师职称及行政执法证。,乡镇公务员职位,False,0,False,0,1
632,不限,,政法,五年以上,学士,本科,633,4,松江区,具有两年以上基层工作经历的人员,不限,人民法院,1410633,审判工作人员3,协助法官从事案件的审理、调解和调研工作。,1、取得国家司法考试A类证书；2、大学英语四级合格或成绩425分及以上；3、具有五年以上法律工作经历。,,False,0,False,0,4
633,,"工程力学,科学技术史",综合管理,二年,硕士,硕士研究生,634,2,松江区,具有两年以上基层工作经历的人员,不限,水务局,1410634,工程管理科科员,水务工程建设监督管理等,,,False,0,False,0,2
634,"建筑学,土木工程","建筑技术科学,结构工程",城市建设管理,二年,学士,本科及以上,635,1,松江区,具有两年以上基层工作经历的人员,不限,房管局,1410635,住宅建设监管科科员,从事住宅建设技术标准、行业规范管理和监督检查等。,具有中级以上专业技术职称（建筑工程类）优先。,,False,0,False,0,1
635,文化产业管理,产业经济学,综合管理,二年,学士,本科及以上,636,1,松江区,具有两年以上基层工作经历的人员,不限,文广局,1410636,文化产业科科员,推进文化产业信息化建设，指导全区文化产业园区和文化企业建设等。,全日制,,False,0,False,0,1
636,医学检验技术,,综合管理,五年以上,学士,本科,637,1,松江区,具有两年以上基层工作经历的人员,中共党员,卫计委,1410637,医政管理科科员,承担医疗机构医疗服务的监管工作，建立医疗机构医疗质量评价和监督体系，组织开展医疗质量、安全、服务监督和评价等工作。,1、身体健康；2、遵纪守法、品行端正；3、具有较强的工作责任心。,,False,0,False,0,1
637,,教育经济与管理,综合管理,五年以上,硕士,硕士研究生,638,1,松江区,具有两年以上基层工作经历的人员,中共党员,教育局,1410638,基教科科员,负责中小学德育、教育教学科学研究，以及信息技术工作。,1、全日制；2、具有五年以上普教系统工作经历；3、熟悉教育教学工作，有丰富的教育教学管理经验和较强的组织协调能力。,,False,0,False,0,1
638,学前教育,,综合管理,五年以上,学士,本科,639,1,松江区,具有两年以上基层工作经历的人员,中共党员,教育局,1410639,托幼办科员,负责民办学前教育管理工作,1、具有五年以上普教系统工作经历并具有区级民办学前教育管理经验；2、具有小学高级教师专业技术职称任职资格。,,False,0,False,0,1
639,"建筑学,土木工程,工程管理 ","建筑学类,土木工程类",城市建设管理,五年以上,学士,本科及以上,640,1,松江区,具有两年以上基层工作经历的人员,不限,财政局,1410640,财政业务专管职位科员2,从事财政基本建设项目预算资金审核监管工作,1、全日制；2、具有两年以上工程建设项目管理相关从业经历；3、具有工程类中级以上专业技术职称。,,False,0,False,0,1
640,经济学,,综合管理,五年以上,学士,本科,641,1,松江区,具有两年以上基层工作经历的人员,中共党员,人力资源和社会保障局,1410641,公务员管理科科员,负责办理公务员录用、调动、考核、职务晋升等手续，做好相关登记、统计工作。,1、大学英语六级合格或成绩425分及以上；2、全国计算机二级证书；3、人事管理岗位证书、具有三年以上人事管理工作经历。,,False,0,False,0,1
641,不限,不限,综合管理,二年,学士,本科及以上,642,1,松江区,具有两年以上基层工作经历的人员,不限,民政局,1410642,老龄工作科科员,研究提出老龄工作发展规划和措施；承担老年人等特殊困难群体权益保护的行政管理工作，维护老年人合法权益。,1、性格开朗，乐于从事老龄工作；2、具有一定的文字能力、活动能力和组织能力；3、具有社工证者优先。,,False,0,False,0,1
642,不限,不限,综合管理,五年以上,不限,本科及以上,643,1,松江区,具有两年以上基层工作经历的人员,中共党员,司法局,1410643,基层司法所科员3,人民调解工作,,,False,0,False,0,1
643,法学类,法学类,政法,三年,学士,本科及以上,644,1,松江区,具有两年以上基层工作经历的人员,中共党员,司法局,1410644,基层司法所科员2,依法治理工作,全日制,,False,0,False,0,1
644,不限,不限,综合管理,五年以上,不限,本科及以上,645,1,松江区,具有两年以上基层工作经历的人员,不限,司法局,1410645,基层司法所科员1,安置帮教、社区矫正工作,两年司法社工经历者优先,,False,0,False,0,1
645,,动物营养与饲料科学,综合管理,五年以上,硕士,硕士研究生,646,1,松江区,具有两年以上基层工作经历的人员,不限,农委,1410646,畜牧水产办公室科员2,从事畜牧业生产管理、饲料、兽药行政管理等工作,1、全日制；2、需经常深入艰苦的生产第一线，能吃苦耐劳，不怕脏、不怕累。,有小型轿车驾驶证的优先,False,0,False,0,1
646,水产类,水产养殖,综合管理,五年以上,学士,本科及以上,647,1,松江区,具有两年以上基层工作经历的人员,不限,农委,1410647,畜牧水产办公室科员1,渔业发展及生产安全管理,1、全日制；2、需经常深入艰苦的生产第一线，能吃苦耐劳，不怕脏、不怕累。,有小型轿车驾驶证的优先,False,0,False,0,1
647,"工程管理,工程造价",土木工程类,财务管理,二年,学士,本科及以上,648,1,松江区,具有两年以上基层工作经历的人员,不限,物价检查所,1410648,物价所科员2,经营性服务收费监督检查,全日制,,False,0,False,0,1
648,"土木工程,建筑学,工程管理 ",土木工程类,城市建设管理,二年,学士,本科及以上,649,1,松江区,具有两年以上基层工作经历的人员,不限,发改委,1410649,投资管理科科员,固定资产投资审批与管理、重大项目稽察等。,全日制,,False,0,False,0,1
649,不限,,综合管理,五年以上,学士,本科,650,1,松江区,具有两年以上基层工作经历的人员,中共党员,合作办,1410650,接待科科员,政务接待相应事务,1、全日制；2、具有政务接待工作经验；3、具有良好的语言文字表达能力和组织协调能力；4、具有一定的电脑操作水平。,具有相关工作经历者优先。,False,0,False,0,1
650,,不限,综合管理,二年,硕士,硕士研究生及以上,651,1,松江区,具有两年以上基层工作经历的人员,中共党员,机关党工委,1410651,组织宣传科科员,从事机关党建、组织、宣传等工作。,具有较强的理论研究能力,,False,0,False,0,1
651,会计学,会计学,综合管理,五年以上,不限,本科及以上,652,1,松江区,具有两年以上基层工作经历的人员,中共党员,政法委,1410652,办公室科员,主要从事财务、档案、社团管理等综合业务工作。,1、熟悉行政事业单位财务、档案工作，具有会计上岗证、档案工作证；2、具有较强的沟通协调能力，具备二级心理咨询师资质，熟悉机关办公室工作。,,False,0,False,0,1
652,计算机科学与技术,,信息管理,二年,学士,本科,653,1,松江区,具有两年以上基层工作经历的人员,中共党员,区委办,1410653,公务网管理科科员,计算机网络应用、维护与信息安全技术,,,False,0,False,0,1
653,行政管理,行政管理,综合管理,五年以上,不限,本科及以上,654,1,松江区,具有两年以上基层工作经历的人员,中共党员,岳阳街道,1410654,宣传科科员,宣传党的路线、方针、政策，制定宣传工作计划，开展思想政治调研，组织开展精神文明建设活动,具有社区管理工作经验,,False,0,False,0,1
654,经济学类,"理论经济学类,应用经济学类",经济管理,二年,学士,本科及以上,655,1,松江区,具有两年以上基层工作经历的人员,不限,方松街道,1410655,经济管理科科员,经济管理相关工作,全日制,,False,0,False,0,1
655,"经济学,财政学,金融学 ","财政学,金融学",综合管理,三年,学士,本科及以上,656,1,松江区,具有两年以上基层工作经历的人员,不限,永丰街道,1410656,经济管理科科员,负责制定本街道经济发展规划和年度经济计划指标,国际经济与贸易专业毕业也可。,,False,0,False,0,1
656,"会计学,财务管理",会计学,综合管理,三年,学士,本科及以上,657,1,松江区,具有两年以上基层工作经历的人员,不限,永丰街道,1410657,财政管理科科员,对预决算执行情况、财务收支及有关经济活动和经济效益进行内部审计监督,,,False,0,False,0,1
657,会计学,会计学,财务管理,五年以上,不限,本科及以上,658,1,松江区,具有两年以上基层工作经历的人员,不限,总工会,1410658,财务部科员,负责会计工作，包括各类帐户的经费收支、资金的核算管理，编制各类财务报表，编制经费收支预决算,"五年及以上相关工作经验,具有中级及以上会计师职称。",,False,0,False,0,1
658,法学,,政法,二年,学士,本科,659,1,青浦区,具有两年以上基层工作经历的人员,不限,经委,1410659,市场监管科科员,参与协调整顿和规范市场经济秩序工作、依法对各类市场经营进行监管,全日制,,False,0,False,0,1
659,会计学,不限,财务管理,二年,学士,本科及以上,660,1,青浦区,具有两年以上基层工作经历的人员,不限,财政局,1410660,会计科科员,会计管理,本科须全日制；有较强的组织协调能力及语言、文字表达能力；计算机操作熟练,具有会计上岗证优先,False,0,False,0,1
660,档案学,不限,综合管理,二年,学士,本科及以上,661,1,青浦区,具有两年以上基层工作经历的人员,不限,财政局,1410661,办公室科员,档案管理,本科须全日制；具有较强的调查研究能力及工作协调能力；具有较强的语言与文字表达能力,,False,0,False,0,1
661,财政学,不限,财务管理,二年,学士,本科及以上,662,2,青浦区,具有两年以上基层工作经历的人员,不限,财政局,1410662,国库科科员,财政财务管理,本科须全日制；有较强的组织协调能力及语言、文字表达能力；计算机操作熟练,具有会计上岗证优先,False,0,False,0,2
662,给排水科学与工程,,综合管理,二年,学士,本科,663,1,青浦区,具有两年以上基层工作经历的人员,不限,华新镇,1410663,规划建设和环境保护办公室科员,地下排污工程的管理,全日制,乡镇公务员职位,False,0,False,0,1
663,财政学,,经济管理,二年,学士,本科,664,1,青浦区,具有两年以上基层工作经历的人员,不限,华新镇,1410664,经济发展办公室科员,政府资金管理使用、资产管理,全日制,乡镇公务员职位,False,0,False,0,1
664,经济学,,综合管理,二年,学士,本科,665,1,青浦区,具有两年以上基层工作经历的人员,不限,赵巷镇,1410665,经济发展办科员,从事经济发展等工作,全日制,乡镇公务员职位,False,0,False,0,1
665,土木工程,,城市建设管理,二年,学士,本科,666,1,青浦区,具有两年以上基层工作经历的人员,不限,金泽镇,1410666,规划建设和环境保护办公室科员,负责镇、村建设规划与管理,全日制,乡镇公务员职位,False,0,False,0,1
666,"教育学类,人力资源管理,行政管理 ",,综合管理,二年,学士,本科,667,1,青浦区,具有两年以上基层工作经历的人员,不限,人力资源和社会保障局,1410667,职业能力建设科科员,职业培训机构管理和评估,全日制,,False,0,False,0,1
667,文学,,综合管理,二年,学士,本科,668,1,青浦区,具有两年以上基层工作经历的人员,不限,农委,1410668,办公室科员,文秘收发,全日制,,False,0,False,0,1
668,水产类,,综合管理,二年,学士,本科,669,1,青浦区,具有两年以上基层工作经历的人员,不限,农委,1410669,水产办科员,渔业资源统计,全日制,,False,0,False,0,1
669,医学,,综合管理,二年,学士,本科,670,1,青浦区,具有两年以上基层工作经历的人员,不限,卫生局,1410670,医政科科员,开展对医疗、护理医技科室等工作监督、指导、培训、考核；调解医疗纠纷等工作,全日制；具有较高的计算机操作水平,,False,0,False,0,1
670,医学,,综合管理,二年,学士,本科,671,1,青浦区,具有两年以上基层工作经历的人员,不限,卫生局,1410671,预防科科员,制定卫生防病工作计划并组织实施，掌握急性传染病疫情动态、制定慢性病防治计划等工作,全日制；具有较高的计算机操作水平,,False,0,False,0,1
671,"土木工程,道路桥梁与渡河工程",,城市建设管理,二年,学士,本科,672,1,青浦区,具有两年以上基层工作经历的人员,不限,建交委,1410672,市政燃气科科员,业务监管、指导、协调,全日制,,False,0,False,0,1
672,不限,,综合管理,二年,学士,本科,673,1,青浦区,具有两年以上基层工作经历的人员,中共党员,教育局,1410673,纪检监察室科员,纪检、监察及宣传、共青团等工作,,具有教育或教育管理工作经历优先,False,0,False,0,1
673,不限,不限,综合管理,二年,学士,本科及以上,674,1,青浦区,具有两年以上基层工作经历的人员,中共党员,文广局,1410674,文化管理科文化事业管理科员,协助草拟本区群众文化、公共图书馆发展规划的工作计划、工作总结等。组织全区群众文化、公共图书馆行业管理的有关重要业务工作等,,有行政管理经验者优先,False,0,False,0,1
674,不限,不限,综合管理,二年,学士,本科及以上,675,1,青浦区,具有两年以上基层工作经历的人员,不限,文广局,1410675,广电管理科文化产业管理科员,协助草拟实施全区文化创意产业发展规划政策和规划，协助全区文化创意产业推进领导小组成员单位开展文创工作，负责实施全区文化创意产业调研课题和对外交流活动以及数据统计和信息工作等,,有行政管理经验者优先,False,0,False,0,1
675,不限,不限,综合管理,三年,学士,本科及以上,676,1,青浦区,具有两年以上基层工作经历的人员,不限,水务局,1410676,组织人事科科员,从事人事管理和公文办理工作,,具有组织人事工作经验的优先,False,0,False,0,1
676,"中国语言文学类,新闻传播学类",,综合管理,二年,学士,本科,677,1,奉贤区,具有两年以上基层工作经历的人员,不限,政协办,1410677,委员联络科秘书（科员）,协助草拟文件和文字材料，做好秘书、联络、服务等工作。,具有较高的文字水平和语言表达能力。,有相关工作经历者优先。,False,0,False,0,1
677,不限,,综合管理,二年,学士,本科,678,1,奉贤区,具有两年以上基层工作经历的人员,不限,信访办,1410678,接访科科员,从事信访接待、受理、办理等。,具有较强的政策水平，具备较好的文字、口头表达能力。有信访工作经验者优先。,能吃苦，具有奉献精神，精通本地语言。,False,0,False,0,1
678,,"国民经济学,区域经济学,产业经济学",经济管理,二年,硕士,硕士研究生,679,1,奉贤区,具有两年以上基层工作经历的人员,不限,经委,1410679,规划调研室科员,综合性文字材料、专题调研、经济形势分析等工作。,,,False,0,False,0,1
