,专业本科,专业研究生,专业考试,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
675,财务管理,,财务管理,二年,学士,本科,676,1,青浦区,具有两年以上基层工作经历的人员,不限,卫计委,1610676,计划财务科科员,从事出纳兼资产管理工作。,具有会计从业资格证书。,,False,0,False,0,1
676,预防医学,,综合管理,二年,学士,本科,677,1,青浦区,具有两年以上基层工作经历的人员,不限,卫计委,1610677,健康促进科科员,从事健康促进、健康教育及病媒生物防制工作。,,,False,0,False,0,1
677,公共事业管理,,综合管理,二年,学士,本科,678,1,青浦区,具有两年以上基层工作经历的人员,中共党员,夏阳街道,1610678,社区党建办公室科员,协助做好干部人事、机构编制、人才管理等工作。,全日制学历。,,False,0,False,0,1
678,会计学,,财务管理,二年,学士,本科,679,1,青浦区,具有两年以上基层工作经历的人员,不限,夏阳街道,1610679,综合发展办公室科员,协助做好统筹社区发展、财政收支、审计检查、社区综合统计等工作。,具备会计从业资格证书。,,False,0,False,0,1
679,文学,,综合管理,二年,学士,本科,680,1,青浦区,具有两年以上基层工作经历的人员,不限,夏阳街道,1610680,党政办公室科员,协助做好会务、文书、机要、保密、档案等工作。,,,False,0,False,0,1
680,中国语言文学类,,综合管理,二年,学士,本科,681,1,青浦区,具有两年以上基层工作经历的人员,中共党员,香花桥街道,1610681,党政办公室科员,从事会务、文书、机要、保密等机关内部管理工作。,,,False,0,False,0,1
681,不限,,综合管理,二年,学士,本科,682,1,青浦区,具有两年以上基层工作经历的人员,中共党员,香花桥街道,1610682,社区党建办公室科员,从事干部人事、机构编制、人才和老干部工作。,,,False,0,False,0,1
682,"土木类,环境科学与工程类,建筑类",,城市建设管理,二年,学士,本科,683,1,青浦区,具有两年以上基层工作经历的人员,不限,香花桥街道,1610683,社区管理办公室科员,协助做好城区规划、旧区改造和住宅建设基地的基础工作，做好居民动迁安置和日常管理工作。,,,False,0,False,0,1
683,不限,,综合管理,二年,学士,本科,684,1,青浦区,具有两年以上基层工作经历的人员,不限,香花桥街道,1610684,社区服务办公室科员,从事劳动、社会保障、民政、残联、住房救助等领域的有关政策。,,,False,0,False,0,1
684,公共管理类,,综合管理,二年,学士,本科,685,1,青浦区,具有两年以上基层工作经历的人员,中共党员,香花桥街道,1610685,党群工作办公室科员,从事宣传思想、新闻舆情和精神文明建设工作。,,,False,0,False,0,1
685,中国语言文学类,,综合管理,二年,学士,本科,686,1,青浦区,具有两年以上基层工作经历的人员,中共党员,盈浦街道,1610686,社区党建办公室科员,协助做好基层党建工作。,,,False,0,False,0,1
686,行政管理,,综合管理,二年,学士,本科,687,1,青浦区,具有两年以上基层工作经历的人员,中共党员,盈浦街道,1610687,党群工作办公室科员,协助做好宣传思想、新闻舆情和精神文明建设工作。,,,False,0,False,0,1
687,会计学,,财务管理,二年,学士,本科,688,1,青浦区,具有两年以上基层工作经历的人员,不限,盈浦街道,1610688,综合发展办公室科员,协助做好统筹社区发展、财政收支、审计检查、社区综合统计等工作。,具备会计从业资格证书。,,False,0,False,0,1
688,"土木类,建筑类,环境科学与工程类",,城市建设管理,二年,学士,本科,689,1,青浦区,具有两年以上基层工作经历的人员,不限,盈浦街道,1610689,社区管理办公室科员,协助做好城区规划、旧区改造和住宅建设基地的基础工作，做好居民动迁安置和日常管理工作。,,,False,0,False,0,1
689,"管理学,金融学",,综合管理,二年,学士,本科,690,1,青浦区,具有两年以上基层工作经历的人员,不限,赵巷镇,1610690,经济发展办公室科员,从事一二三产业发展、管理工作，协助对农业、水利、工业、科技和第三产业进行管理、指导、协调、服务工作。,,乡镇公务员职位。,False,0,False,0,1
690,中国语言文学类,,综合管理,二年,学士,本科,691,1,奉贤区,具有两年以上基层工作经历的人员,不限,残联,1610691,办公室科员,文秘岗位,,,False,0,False,0,1
691,"经济学,国际经济与贸易",,综合管理,五年以上,学士,本科,692,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,发改委,1610692,办公室科员,经济领域的调查研究，文件起草等。,具有较强的组织协调能力和文字、语言表达能力，计算机操作熟练。,,False,0,False,0,1
692,法学,,综合管理,五年以上,学士,本科,693,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,房管局,1610693,物业管理科科员,负责指导、监督业主委员会的运作，物业招投标，住宅专项维修资金的管理以及住宅物业保修金的监督管理等工作。,熟悉相关法律法规；具有一定文字写作能力和沟通能力；有房管工作经验者优先。,,False,0,False,0,1
693,"农业经济管理类,农业工程类,电子信息类",,综合管理,二年,学士,本科,694,1,奉贤区,具有两年以上基层工作经历的人员,不限,奉城镇,1610694,经济管理科科员,协助做好招商引资，辖区内企业的沟通协调服务以及各项经济指标统计等工作。,,乡镇公务员职位。,False,0,False,0,1
694,"建筑类,土木类,管理科学与工程类",,城市建设管理,二年,学士,本科,695,1,奉贤区,具有两年以上基层工作经历的人员,不限,奉城镇,1610695,规划科科员,协助制定村镇建设规划、实施市政基础设施建设管理以及违法占地和违章建房的查处等。,,乡镇公务员职位。,False,0,False,0,1
695,"城乡规划,风景园林",城市规划与设计,城市建设管理,二年,学士,本科及以上,696,1,奉贤区,具有两年以上基层工作经历的人员,不限,规土局,1610696,规划管理科科员,负责全区城乡建设用地、划拨、征收、农用地转用、集体土地的使用及临时用地的统一管理。,,,False,0,False,0,1
696,中国语言文学类,中国语言文学类,综合管理,二年,学士,本科及以上,697,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,海湾镇,1610697,办公室科员,负责文稿撰写、文件收发等工作。,,乡镇公务员职位。,False,0,False,0,1
697,"经济学类,财政学类,工商管理类","工商管理类,应用经济学类",财务管理,二年,学士,本科及以上,698,1,奉贤区,具有两年以上基层工作经历的人员,不限,海湾镇,1610698,财经管理科科员,负责会计预算、报表及财务管理等工作。,,乡镇公务员职位。,False,0,False,0,1
698,"汉语言文学,新闻学","汉语言文字学,中国现当代文学,新闻学",综合管理,二年,学士,本科及以上,699,1,奉贤区,具有两年以上基层工作经历的人员,不限,教育局,1610699,办公室科员,负责公文、档案管理、文字、会务等工作。,文字表达能力强，熟练使用办公软件，有2年及以上教育工作经历。,,False,0,False,0,1
699,"教育学类,公共事业管理,行政管理","教育学类,公共管理类",综合管理,二年,学士,本科及以上,700,1,奉贤区,具有两年以上基层工作经历的人员,不限,教育局,1610700,基础教育科科员,基础教育管理,有2年及以上教育工作经历,,False,0,False,0,1
700,不限,,综合管理,二年,学士,本科,701,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,金汇镇,1610701,办公室科员,做好本镇日常行政相关事宜、文秘收发等工作。,具有较强的事业心和责任心，具备一定的文字写作能力和组织协调能力。,乡镇公务员职位。,False,0,False,0,1
701,"经济学,国际经济与贸易",管理科学与工程,经济管理,二年,学士,本科及以上,702,1,奉贤区,具有两年以上基层工作经历的人员,不限,经委,1610702,工业区管理科科员,参与全区工业开发区管理、协调和服务等工作。,,,False,0,False,0,1
702,新闻传播学类,,综合管理,二年,学士,本科,703,1,奉贤区,具有两年以上基层工作经历的人员,不限,民防办,1610703,法宣科科员,负责制订民防宣传计划，组织开展民防宣传教育等工作。,具有两年以上民防相关工作经历。,,False,0,False,0,1
703,"土木类,建筑类",,城市建设管理,二年,学士,本科,704,1,奉贤区,具有两年以上基层工作经历的人员,不限,南桥镇,1610704,规划土地和环境管理科科员,协助制定村镇建设规划、实施市政基础设施建设管理以及违法占地和违章建房的查处等。,熟悉office及AutoCAD等软件使用,乡镇公务员职位。,False,0,False,0,1
704,不限,不限,综合管理,二年,不限,本科及以上,705,1,奉贤区,具有两年以上基层工作经历的人员,不限,青村镇,1610705,规划土地和环境管理科科员,协助制定村镇建设规划、实施市政基础设施建设管理以及违法占地和违章建房的查处等。,具有相关工作经历者优先,乡镇公务员职位。,False,0,False,0,1
705,"汉语言文学,公共管理类","中国语言文学类,公共管理类",综合管理,二年,学士,本科及以上,706,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,区府办,1610706,机要科科员,公文处理、档案管理、机要通信等工作。,熟悉机关公文处理，具有较强的文稿起草能力、分析研究能力和组织协调能力。,,False,0,False,0,1
706,"管理科学与工程类,土木类,工商管理类","管理科学与工程类,土木工程类,工商管理类",经济管理,二年,学士,本科及以上,707,1,奉贤区,具有两年以上基层工作经历的人员,不限,审计局,1610707,行政事业审计科科员,从事审计业务工作。,政治素质良好，具有较扎实的专业知识，有审计、环境资源管理等相关工作经历，有较好的文字水平、沟通协调能力和调研分析能力，熟悉计算机操作。有审计师、造价师证者优先。,,False,0,False,0,1
707,法学类,,政法,二年,学士,本科,708,3,奉贤区,具有两年以上基层工作经历的人员,不限,市场监督管理局,1610708,市场监督管理所科员1,实施对市场主体的服务、监管；查处市场交易中的经济违法案件。,大学英语四级合格或成绩425分及以上。掌握常用法律、法规，具有较强的文字表达能力和计算机操作能力。,,False,0,False,0,3
708,"药学类,生物医学工程类",,综合管理,二年,学士,本科,709,3,奉贤区,具有两年以上基层工作经历的人员,不限,市场监督管理局,1610709,市场监督管理所科员2,实施药品安全监督管理。,大学英语四级合格或成绩425分及以上。掌握一定的药品质量管理知识，具有较强的文字表达能力和计算机操作能力。,有药品生产企业工作经验者优先录用,False,0,False,0,3
709,"公共卫生与预防医学类,食品科学与工程类",,综合管理,二年,学士,本科,710,4,奉贤区,具有两年以上基层工作经历的人员,不限,市场监督管理局,1610710,市场监督管理所科员3,实施食品安全监督管理。,大学英语四级合格或成绩425分及以上。掌握一定的食品安全监管知识，具有较强的文字表达能力和计算机操作能力。,,False,0,False,0,4
710,工学,,综合管理,二年,学士,本科,711,2,奉贤区,具有两年以上基层工作经历的人员,不限,市场监督管理局,1610711,市场监督管理所科员4,实施医疗器械安全监督管理。,大学英语四级合格或成绩425分及以上。掌握一定的医疗器械知识，具有较强的文字表达能力和计算机操作能力。,医疗技术类相关专业优先录用,False,0,False,0,2
711,工学,,综合管理,二年,学士,本科,712,3,奉贤区,具有两年以上基层工作经历的人员,不限,市场监督管理局,1610712,市场监督管理所科员5,实施特种设备安全监察。,大学英语四级合格或成绩425分及以上。掌握一定的特种设备管理知识，具有较强的文字表达能力和计算机操作能力。,有特种设备管理经验者优先录用。,False,0,False,0,3
712,计算机类,,信息管理,二年,学士,本科,713,1,奉贤区,具有两年以上基层工作经历的人员,不限,市场监督管理局,1610713,市场监督管理所科员6,运用计算机、网络、信息化知识监督管理市场主体和网络商品交易行为；运用数字媒体技术制作信息化资料。,大学英语四级合格或成绩425分及以上。具有扎实的计算机、信息管理、网络管理专业知识和数字媒体技术，有较强的计算机应用与维护能力。,,False,0,False,0,1
713,法学类,法学类,政法,二年,学士,本科及以上,714,1,奉贤区,具有两年以上基层工作经历的人员,不限,四团镇,1610714,办公室科员,从事政府规范性文件法律审核工作，指导、监督行政执法行为，处理其他法律事务等工作。,熟悉相关法律法规，具有较扎实的法律专业知识。,乡镇公务员职位。,False,0,False,0,1
714,工商管理类,工商管理类,经济管理,二年,学士,本科及以上,715,1,奉贤区,具有两年以上基层工作经历的人员,不限,四团镇,1610715,经济发展科科员,从事镇域经济、统计等工作,,乡镇公务员职位。,False,0,False,0,1
715,公共卫生与预防医学类,公共卫生与预防医学类,综合管理,五年以上,学士,本科及以上,716,1,奉贤区,具有两年以上基层工作经历的人员,不限,卫计委,1610716,预防保健科科员,从事疾病预防控制等业务管理相关工作。,具有公共卫生专业主管医师资格证书。,,False,0,False,0,1
716,"法学,行政管理,应用语言学",,综合管理,二年,不限,本科,717,1,崇明县,具有两年以上基层工作经历的人员,不限,安监局,1610717,办公室科员,负责公文制作、综合事务协调处理等工作。,,,False,0,False,0,1
717,法学,法学,政法,二年,学士,本科及以上,718,1,崇明县,具有两年以上基层工作经历的人员,中共党员,编办,1610718,审改科科员,协助开展行政审批制度改革相关工作。,具有较强的文字表达能力及组织协调能力,,False,0,False,0,1
718,"土木类,建筑类","土木工程类,建筑学类",城市建设管理,二年,不限,本科及以上,719,1,崇明县,具有两年以上基层工作经历的人员,不限,长兴镇,1610719,规划保护办科员,负责村镇规划建设管理、工程项目管理和生态环境保护等工作。,具有较强的沟通协调能力，且具有2年以上相关工作经历。,乡镇公务员职位。,False,0,False,0,1
719,"土木工程,建筑学",,城市建设管理,二年,学士,本科,720,1,崇明县,具有两年以上基层工作经历的人员,不限,城桥镇,1610720,规划保护办科员,负责环境建设工程管理等工作。,,乡镇公务员职位。,False,0,False,0,1
720,不限,不限,综合管理,二年,不限,本科及以上,721,1,崇明县,具有两年以上基层工作经历的人员,不限,港沿镇,1610721,社会稳定办科员,负责信访接待处理、维稳、社会治安综合治理等工作。,,乡镇公务员职位。,False,0,False,0,1
721,公共管理类,"工商管理类,公共管理类",综合管理,二年,不限,本科及以上,722,1,崇明县,具有两年以上基层工作经历的人员,不限,合作交流办,1610722,合作交流科科员,负责区域合作与对口支援，参与公务接待、文字信息采编等相关工作。,具有较强的组织协调及沟通能力,具有相关工作经历者优先,False,0,False,0,1
722,公共管理类,公共管理类,综合管理,二年,学士,本科及以上,723,1,崇明县,具有两年以上基层工作经历的人员,中共党员,纪委,1610723,办公室科员,负责文稿起草、文件管理、组织人事管理等工作。,本科生需大学英语四级合格或成绩425分及以上，研究生需大学英语六级合格或成绩425分及以上。具有一定的文字表达及组织协调能力。,,False,0,False,0,1
723,法学类,法学类,政法,二年,学士,本科及以上,724,1,崇明县,具有两年以上基层工作经历的人员,中共党员,纪委,1610724,信访室科员,负责接待处理信访、举报等相关工作。,本科生需大学英语四级合格或成绩425分及以上，研究生需大学英语六级合格或成绩425分及以上。,通过国家司法考试、具有相关信访工作经验者优先。,False,0,False,0,1
724,法学类,法学类,政法,二年,学士,本科及以上,725,1,崇明县,具有两年以上基层工作经历的人员,中共党员,纪委,1610725,第二纪检监察室科员,负责违纪审查、问题线索管理、案件统计分析等相关工作。,本科生需大学英语四级合格或成绩425分及以上，研究生需大学英语六级合格或成绩425分及以上。,通过国家司法考试者优先,False,0,False,0,1
725,中国语言文学类,中国语言文学类,综合管理,二年,学士,本科及以上,726,1,崇明县,具有两年以上基层工作经历的人员,不限,教育局,1610726,政工科科员,负责各类宣传活动实施及宣传文稿编写等工作。,具有较强的文字表达能力,,False,0,False,0,1
726,"会计学,财务管理",会计学,财务管理,二年,学士,本科及以上,727,1,崇明县,具有两年以上基层工作经历的人员,不限,教育局,1610727,计财科科员,负责财务预决算、内部审计、资产及资金管理、财务制度落实等相关工作。,具有财务管理工作经历，具有较强的文字表达及协调沟通能力，熟悉计算机操作。,,False,0,False,0,1
727,"会计学,财务管理",,财务管理,二年,学士,本科,728,1,崇明县,具有两年以上基层工作经历的人员,不限,经委,1610728,财务科科员,负责编制经费预决算、工资社保等调整、申报及拨缴等工作。,具有会计从业资格证,,False,0,False,0,1
728,工学,,综合管理,二年,学士,本科,729,1,崇明县,具有两年以上基层工作经历的人员,不限,经委,1610729,市场监管科科员,负责工业区建设指导服务、工商业产业优化升级、商业领域规范管理等工作。,具有英语六级证书,,False,0,False,0,1
729,不限,不限,综合管理,二年,学士,本科及以上,730,1,崇明县,具有两年以上基层工作经历的人员,不限,旅游局,1610730,规划发展科科员,制定旅游发展规划并组织实施，指导旅游企业开展标准化建设等工作,,,False,0,False,0,1
730,不限,不限,信息管理,二年,学士,本科及以上,731,1,崇明县,具有两年以上基层工作经历的人员,不限,庙镇,1610731,办公室科员,负责公文制作、信息采编、推进信息化建设及其他办公室日常工作等。,,乡镇公务员职位。,False,0,False,0,1
731,不限,不限,综合管理,二年,学士,本科及以上,732,1,崇明县,具有两年以上基层工作经历的人员,不限,庙镇,1610732,社会事务办科员,负责社会救助、民政优抚政策落实，开展老年人、残疾人、退伍军人等特殊人群管理。,,乡镇公务员职位。,False,0,False,0,1
732,不限,不限,政法,二年,学士,本科及以上,733,1,崇明县,具有两年以上基层工作经历的人员,不限,庙镇,1610733,社会稳定办科员,负责“平安建设”、应急预案工作计划制定，信访接待处理、社会群体性、突发性事件处置等工作。,,乡镇公务员职位。,False,0,False,0,1
733,"管理学,经济学,工学","管理学,经济学,工学",综合管理,二年,不限,本科及以上,734,1,崇明县,具有两年以上基层工作经历的人员,中共党员,民政局,1610734,双退安置科科员,协助开展退伍义务兵、转业志愿兵、军队离退休干部、军队无军籍退休职工安置，指导军队离退休干部休养所建设和管理，负责军地两用人才培训及开发。,,,False,0,False,0,1
734,"法学类,经济与贸易类,人力资源管理",,综合管理,二年,学士,本科,735,1,崇明县,具有两年以上基层工作经历的人员,不限,人力资源社会保障局,1610735,就业促进科科员,负责促进就业和职业技能培训相关工作，统计分析，撰写材料等。,大学英语四级合格或成绩425分及以上,,False,0,False,0,1
735,法学类,,政法,二年,学士,本科,736,1,崇明县,具有两年以上基层工作经历的人员,不限,人力资源社会保障局,1610736,监察管理科科员,负责依法行政管理事务。,大学英语四级合格或成绩425分及以上,,False,0,False,0,1
736,"法学类,公共管理类,人力资源管理",,综合管理,二年,学士,本科,737,1,崇明县,具有两年以上基层工作经历的人员,中共党员,人力资源社会保障局,1610737,公务员科科员,协助开展公务员管理相关工作。,大学英语四级合格或成绩425分及以上。具有较强的文字表达能力和组织协调能力、吃苦耐劳。,,False,0,False,0,1
737,不限,,综合管理,二年,学士,本科,738,1,崇明县,具有两年以上基层工作经历的人员,不限,三星镇,1610738,社会稳定办科员,负责社区调解防范体系建设、信访接待处理、社会治安综合治理等工作。,具有较强的文字表达能力,乡镇公务员职位。,False,0,False,0,1
738,"会计学,财务管理,财政学","会计学,财政学",财务管理,二年,不限,本科及以上,739,1,崇明县,具有两年以上基层工作经历的人员,不限,审计局,1610739,经济责任审计科科员,负责经济责任审计、审计调查工作。,熟悉财经政策、法规，具有会计、审计工作经验，具有一定的综合分析能力和文字表达能力。最短服务期5年。,具有审计师或会计师中级职称者优先,False,0,False,0,1
739,"会计学,财务管理,财政学","会计学,财政学",财务管理,二年,不限,本科及以上,740,1,崇明县,具有两年以上基层工作经历的人员,不限,审计局,1610740,经贸审计科科员,负责经贸审计、审计调查工作。,熟悉财经政策、法规，具有会计、审计工作经验，具有一定的综合分析能力和文字表达能力。最短服务期5年。,具有审计师或会计师中级职称者优先,False,0,False,0,1
740,"会计学,财务管理,财政学","会计学,财政学",财务管理,二年,不限,本科及以上,741,1,崇明县,具有两年以上基层工作经历的人员,不限,审计局,1610741,行政事业审计科科员,负责行政事业审计、审计调查工作。,熟悉财经政策、法规，具有会计、审计工作经验，具有一定的综合分析能力和文字表达能力。最短服务期5年。,具有审计师或会计师中级职称者优先,False,0,False,0,1
741,"经济学类,工商管理类",,经济管理,二年,学士,本科,742,1,崇明县,具有两年以上基层工作经历的人员,不限,市场监督管理局,1610742,监管所（队）科员4,负责市场各类主体服务、监管，依法查处经济领域违法行为。,具有较强的文字表达能力和计算机操作能力。,执法一线，工作强度较大，需身体素质好，能适应经常性加班、值夜班、突击执法检查及出差办案等工作（较适合男性）。,False,0,True,1,1
742,"中国语言文学类,公共管理类,工商管理类",,综合管理,二年,学士,本科,743,2,崇明县,具有两年以上基层工作经历的人员,不限,市场监督管理局,1610743,监管所（队）科员2,负责市场监督管理、各类文稿起草、文书档案管理、统计、信访等工作。,具有较强的文字表达能力和计算机操作能力,执法一线，工作强度较大，需身体素质好，能适应经常性加班、值夜班、突击执法检查及出差办案等工作（较适合男性）。,False,0,True,2,2
743,"机械类,食品科学与工程类,药学类",,经济管理,二年,学士,本科,744,1,崇明县,具有两年以上基层工作经历的人员,不限,市场监督管理局,1610744,监管所（队）科员5,负责市场各类主体服务、监管，依法查处食品、药品、特种设备等领域违法行为。,具有较强的文字表达能力和计算机操作能力,执法一线，工作强度较大，需身体素质好，能适应经常性加班、值夜班、突击执法检查及出差办案等工作（较适合男性）。,False,0,True,1,1
744,"工商管理,会计学,财务管理",,财务管理,二年,学士,本科,745,1,崇明县,具有两年以上基层工作经历的人员,不限,市场监督管理局,1610745,监管所（队）科员6,运用财务知识监督管理市场主体，依法查处经济领域违法行为。,熟悉财经纪律和会计制度，具有较强的财务审计技能、文字表达能力和计算机操作能力。,执法一线，工作强度较大，需身体素质好，能适应经常性加班、值夜班、突击执法检查及出差办案等工作（较适合男性）。,False,0,True,1,1
745,"财务管理,会计学",,财务管理,二年,学士,本科,746,1,崇明县,具有两年以上基层工作经历的人员,中共党员,水务局,1610746,计财科科员,负责财务核算、资金拨付及统计调查，编制年度预决算及月度会计报表，财务档案管理等工作。,具有会计从业资格证,,False,0,False,0,1
746,文学,,综合管理,二年,学士,本科,747,1,崇明县,具有两年以上基层工作经历的人员,不限,文广局,1610747,办公室科员,协助开展各类党政工作，编制工作计划、活动方案等。,,,False,0,False,0,1
747,不限,,综合管理,二年,学士,本科,748,1,崇明县,具有两年以上基层工作经历的人员,中共党员,向化镇,1610748,党群办科员,负责党员教育管理、精神文明建设，协助开展工、青、妇等群众工作。,无,乡镇公务员职位。具有党群工作经历者优先,False,0,False,0,1
748,"建筑类,环境科学与工程类","建筑学类,环境科学与工程类",综合管理,二年,学士,本科及以上,749,1,崇明县,具有两年以上基层工作经历的人员,不限,新海镇,1610749,规划保护办科员,负责村镇规划建设管理、土地管理和生态环境保护等工作。,,乡镇公务员职位。,False,0,False,0,1
749,"心理学类,体育学类,公共管理类","心理学类,体育学类,公共管理类",综合管理,二年,学士,本科及以上,750,1,崇明县,具有两年以上基层工作经历的人员,不限,新海镇,1610750,社会事业办科员,负责体育、文化、健康促进等社会事业发展工作。,,乡镇公务员职位。,False,0,False,0,1
750,"公共管理类,工商管理类","公共管理类,工商管理类",综合管理,二年,学士,本科及以上,751,1,崇明县,具有两年以上基层工作经历的人员,不限,新河镇,1610751,经济发展办科员,负责各类经济组织的政策指导和相关协调、服务工作。,,乡镇公务员职位。,False,0,False,0,1
751,不限,不限,综合管理,二年,学士,本科及以上,752,1,崇明县,具有两年以上基层工作经历的人员,不限,信访办,1610752,督查科科员,负责文件起草，信访矛盾督办、复查复核、核查终结工作的统筹协调等。,,法学专业、具有信访工作经历者优先,False,0,False,0,1
752,设计学类,,综合管理,二年,学士,本科,1,1,市委组织部,具有两年以上基层工作经历的人员,中共党员,上海市党建服务中心,1610753,综合管理职位科员,承担中心办公室综合管理岗位职责，主要包括党建宣传及日常协调、内勤和财务管理等。,熟悉上海基层党建工作，有美工或网站美工工作经历。,具备会计从业资格证书,False,0,False,0,1
753,"新闻传播学类,图书情报与档案管理类,美术学类","计算机科学与技术类,化学工程与技术类,新闻传播学类",综合管理,二年,学士,本科及以上,2,4,市档案局,具有两年以上基层工作经历的人员,中共党员,市档案馆业务部门,1610754,档案保管保护和编研利用职位副主任科员及以下,从事档案保管整编和编研利用等方面工作，了解档案抢救保护和数据库管理等内容。,具有一定的档案业务或历史文物知识，具备相关实践经验的从优。,,False,0,False,0,4
754,"电气工程及其自动化,能源与动力工程","电气工程类,热能工程",综合管理,二年,学士,本科及以上,3,2,市经济信息化委,具有两年以上基层工作经历的人员,中共党员,上海市节能监察中心,1610755,节能稽查岗位,负责开展节能法规执法监察；承办负责节能财政补贴项目的核查监管工作；承办执法人员监督管理；制作相关法律文书等,"具有较好的组织、协调、沟通能力和较强的文字写作能力,熟悉计算机操作，身体健康。",,False,0,False,0,2
755,法学类,法学类,政法,五年以上,学士,本科及以上,4,1,市经济信息化委,具有两年以上基层工作经历的人员,中共党员,上海市无线电管理局,1610756,监督检查处主任科员及以下,负责组织制定并实施本市相关立法规划和计划，起草本市无线电管理方面的政策文件及撰写综合文稿等。,熟悉相关管理法律法规，有较强的综合分析、文字表达和沟通协调能力。,,False,0,False,0,1
756,"电子信息类,管理科学与工程类","信息与通信工程类,管理科学与工程类",综合管理,五年以上,学士,本科及以上,5,1,市经济信息化委,具有两年以上基层工作经历的人员,中共党员,上海市无线电管理局,1610757,台站管理处主任科员及以下,负责专用频率单位、业余电台的行政许可和组织协调工作；负责无线电发射设备的型号核准初审、进口审核等事项。,有较强的组织、协调、沟通能力和文字表达能力。,,False,0,False,0,1
757,"社会学类,教育学类,心理学类",,综合管理,二年,学士,本科,6,4,市民政局,具有两年以上基层工作经历的人员,不限,市救助管理站,1610758,社会工作科科员,负责受助人员的管理教育工作,具有社工资质优先,,False,0,False,0,4
758,"社会学类,教育学类,心理学类",,综合管理,二年,学士,本科,7,1,市民政局,具有两年以上基层工作经历的人员,不限,市救助管理站,1610759,流浪未成年人救助保护科科员,负责流浪未成年人的管理教育工作,具有教师资质、从教经历优先,,False,0,False,0,1
759,"法学类,社会学类","法学类,社会学类",政法,二年,学士,本科及以上,8,1,市民政局,具有两年以上基层工作经历的人员,不限,市社会团体监察总队,1610760,科员,负责社会组织违法非法行为的查处工作,熟悉相关法律、法规，有较强的文字表达能力和良好的沟通协调能力，有行政执法经历者优先,,False,0,False,0,1
760,法学,,综合管理,二年,学士,本科,9,1,市人力资源社会保障局,具有两年以上基层工作经历的人员,中共党员,上海市就业促进中心,1610761,就业统计分析处档案管理职位科员,组织并参与制定人事档案管理标准、业务规范，发展规划，协助草拟相关管理规定；参与对区县就业促进中心资源管理工作指导，沟通协调各方等工作。,熟悉人力资源相关法律法规，熟悉人事档案管理工作，具有较强的行政管理、组织协调和沟通能力。,,False,0,False,0,1
761,"经济学类,公共管理类,统计学类",,综合管理,二年,学士,本科,10,1,市人力资源社会保障局,具有两年以上基层工作经历的人员,不限,上海市就业促进中心,1610762,创业指导处创业孵化服务职位科员,负责全市创业孵化基地建设的工作指导及管理，承担区级工作人员的培训和指导等工作。,具有较强的沟通协调、分析思考和文字表达能力。,,False,0,False,0,1
762,,"中国语言文学类,行政管理",综合管理,二年,硕士,硕士研究生,11,1,市人力资源社会保障局,具有两年以上基层工作经历的人员,不限,上海市就业促进中心,1610763,办公室文秘管理职位副主任科员及以下,负责单位规划的草拟，相关文稿的撰写等工作。,具有较强的文字表达能力和分析思考能力。,有相关工作经历者优先。,False,0,False,0,1
763,法学类,法学类,政法,二年,学士,本科及以上,12,1,市人力资源社会保障局,具有两年以上基层工作经历的人员,不限,上海市劳动人事争议仲裁院,1610764,主任科员及以下,参加仲裁庭，主持庭审调查、调解，处理劳动人事争议案件等工作。,具有仲裁员资格或通过国家司法考试，获得法律职业资格证书者优先。,,False,0,False,0,1
764,医学,医学,综合管理,二年,学士,本科及以上,13,3,市人力资源社会保障局,具有两年以上基层工作经历的人员,不限,上海市医疗保险监督检查所,1610765,监督执法职位主任科员及以下,根据有关法律法规和工作计划安排、实施对定点医药机构的医保监督检查,,,False,0,False,0,3
765,法学,法学,政法,二年,学士,本科及以上,14,2,市人力资源社会保障局,具有两年以上基层工作经历的人员,不限,上海市医疗保险监督检查所,1610766,监督执法职位主任科员及以下,根据有关法律法规对医保欺诈案件进行调查取证及其他医保执法工作,,,False,0,False,0,2
766,"电子信息类,计算机类","信息与通信工程类,计算机科学与技术类",信息管理,二年,不限,本科及以上,15,1,市人力资源社会保障局,具有两年以上基层工作经历的人员,不限,上海市医疗保险监督检查所,1610767,信息分析职位主任科员及以下,负责对医疗保险结算数据进行统计分析，配合医疗保险监督检查提供信息数据支持并通过信息数据进行分析，配合医疗保险监控系统的开发。,,,False,0,False,0,1
767,"机械类,电子信息类,计算机类","机械工程类,计算机科学与技术类,信息与通信工程类",信息管理,二年,不限,本科及以上,16,1,市人力资源社会保障局,具有两年以上基层工作经历的人员,不限,上海市医疗保险监督检查所,1610768,办公室主任科员及以下,设备维护及管理,,,False,0,False,0,1
768,档案学,,综合管理,二年,不限,本科,17,1,市人力资源社会保障局,具有两年以上基层工作经历的人员,不限,上海市医疗保险事业管理中心,1610769,业务档案科主任科员及以下职位,1、指导中心各科室综合类档案工作，负责中心综合类档案管理；2、参与全市医疗保险经办业务档案管理工作。,,,False,0,False,0,1
