,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
723,不限 ,,综合管理,二年,学士,本科,724,1,松江区,具有两年以上基层工作经历的人员,中共党员,岳阳街道,1710724,社区服务办公室科员,做好社区教育、红十字、垃圾分类、老龄工作等。,,,False,0,False,0,1
724,"公共管理类,新闻传播学类,法学  ","公共管理类,新闻传播学类,法学类 ",综合管理,二年,学士,本科及以上,725,2,松江区,具有两年以上基层工作经历的人员,中共党员,中山街道,1710725,党建办科员,负责人事、工资、档案、公文收发、登记、传阅、流转、催办、清缴、归档等工作。,全日制本科及以上学历。,,False,0,False,0,2
725,经济学类 ,应用经济学类 ,经济管理,二年,学士,本科及以上,726,1,松江区,具有两年以上基层工作经历的人员,不限,中山街道,1710726,综合保障办科员,负责对企业的协调、服务、指导、管理工作。,全日制本科及以上学历。,,False,0,False,0,1
726,不限 ,不限 ,综合管理,二年,学士,本科及以上,727,1,松江区,具有两年以上基层工作经历的人员,中共党员,永丰街道,1710727,党政办科员,从事文秘、档案、办公室日常事务和综合服务管理工作。,1、全日制本科及以上学历；2、具有较强的文字处理、口头表达、组织协调和落实执行能力；3、有文秘和其他文字工作经历者优先。,,False,0,False,0,1
727,"管理科学与工程类,公共管理类 ","管理科学与工程类,公共管理类 ",综合管理,二年,学士,本科及以上,728,1,松江区,具有两年以上基层工作经历的人员,不限,永丰街道,1710728,社区管理办科员,从事城市管理、社会管理等地区性、综合性工作。,1、全日制本科及以上学历；2、具有较强的文字处理、综合协调和落实执行能力；3、有市容管理、社区工作经历者优先。,,False,0,False,0,1
728,"经济学类,财政学类,工商管理类  ","理论经济学类,应用经济学类,工商管理类 ",经济管理,二年,学士,本科及以上,729,1,松江区,具有两年以上基层工作经历的人员,不限,永丰街道,1710729,社区发展办科员,从事城市经济服务工作。,1、全日制本科及以上学历；2、本科阶段管理科学与工程类、工业工程类、电子商务类专业也可，研究生阶段管理科学与工程类专业也可；3、具有较强的综合协调能力；有相关工作经历者优先。,,False,0,False,0,1
729,安全科学与工程类 ,安全技术及工程 ,综合管理,二年,学士,本科及以上,730,1,松江区,具有两年以上基层工作经历的人员,不限,方松街道,1710730,社区平安办科员,负责对辖区内生产安全进行监督、管理等工作。,1、全日制；2、熟悉安全生产方针政策、法律法规，具有从事安全生产及管理工作经历。,,False,0,False,0,1
730,"工程管理,工程造价 ",城市规划与设计 ,城市建设管理,二年,学士,本科及以上,731,1,松江区,具有两年以上基层工作经历的人员,不限,方松街道,1710731,社区发展办科员,从事城市建设管理工作。,1、全日制；2、具有城市建设、工程造价、工程管理等相关工作经历者优先。,,False,0,False,0,1
731,中国语言文学类 ,,综合管理,二年,学士,本科,732,1,松江区,具有两年以上基层工作经历的人员,中共党员,泗泾镇,1710732,党政办科员,承担起草党委、政府各类文稿工作，负责政务公开、会务工作。,1、全日制大学本科；2、熟悉机关公文写作，具有良好的口头表达能力、文字能力和协调能力。,乡镇公务员职位 ,False,0,False,0,1
732,"经济学类,金融学类,经济与贸易类  ",,经济管理,二年,学士,本科,733,1,松江区,具有两年以上基层工作经历的人员,中共党员,洞泾镇,1710733,经发办科员,从事经济发展、运行情况的统计分析和对本地区各类经济组织的服务、管理和协调等工作。,1.大学英语四级合格或成绩425分及以上；2.具有较强的文字表达和组织协调能力。,乡镇公务员职位 ,False,0,False,0,1
733,不限 ,不限 ,综合管理,二年,学士,本科及以上,734,1,松江区,具有两年以上基层工作经历的人员,中共党员,石湖荡镇,1710734,基本管理单元科员1,从事社区管理工作，负责工作方案制定、文稿撰写、信息编辑、社区信息系统管理、档案管理等。,具有良好的政治素质和组织协调能力；具有良好的团队合作精神。,乡镇公务员职位 ,False,0,False,0,1
734,"城乡规划,工商管理 ",,城市建设管理,二年,学士,本科,735,1,松江区,具有两年以上基层工作经历的人员,中共党员,新浜镇,1710735,村镇建设管理办公室科员,协助做好集体投资项目立项、招投标、合同拟定、现场管理、工程审计、资料归档等工作。,1、全日制毕业；2、具有二级建造师证书，熟悉集镇规划管理工作，具有一定的集镇管理经验和较强的组织协调能力。,乡镇公务员职位 ,False,0,False,0,1
735,公共管理类 ,,综合管理,二年,学士,本科,736,1,松江区,具有两年以上基层工作经历的人员,不限,泖港镇,1710736,社区事业和社区管理办公室科员,协助做好全镇拥军优属、救灾救济、社会福利及残疾人等工作。,,乡镇公务员职位 ,False,0,False,0,1
736,"土木类,公共管理类 ","土木工程类,公共管理类 ",城市建设管理,二年,学士,本科及以上,737,1,松江区,具有两年以上基层工作经历的人员,不限,泖港镇,1710737,村镇建设管理办公室科员,承担村镇规划建设和集镇建设、环境保护、市容市貌管理和整治等相关工作。统筹集体、农民建房及危房、违章建筑拆除等相关管理工作。,,乡镇公务员职位 ,False,0,False,0,1
737,"公共管理类,社会工作 ","公共管理类,社会学 ",综合管理,二年,学士,本科及以上,738,1,松江区,具有两年以上基层工作经历的人员,不限,车墩镇,1710738,基本管理单元科员1,从事社区管理相关工作。,1、全日制本科；2、需取得全国大学英语四级合格证书或考试成绩425分及以上；3、具备一定文字写作能力和良好的表达沟通能力；4、中共党员、有党务工作经验者或有社区管理工作者优先。,乡镇公务员职位 ,False,0,False,0,1
738,"政治学类,哲学类 ","政治学类,哲学类 ",综合管理,二年,学士,本科及以上,739,1,松江区,具有两年以上基层工作经历的人员,中共党员,新桥镇,1710739,党群工作办公室科员,从事党建、组织等日常工作，负责各类文件报告起草等。,具有五年以上基层工作经历，且具有两年以上从事党务工作经验。有较强的组织协调、文字写作和语言表达能力。,乡镇公务员职位 ,False,0,False,0,1
739,不限 ,不限 ,综合管理,二年,不限,本科及以上,740,1,松江区,具有两年以上基层工作经历的人员,中共党员,新桥镇,1710740,基本管理单元科员2,协助做好中心下属居委会的社区管理工作，维护社区稳定。,具有社区管理工作经验。,乡镇公务员职位 ,False,0,False,0,1
740,"中国语言文学类,新闻传播学类 ",,综合管理,二年,学士,本科,741,1,松江区,具有两年以上基层工作经历的人员,中共党员,九亭镇,1710741,党群工作办公室科员,从事党务、组织人事、离退休干部管理及统战等工作。,1、全日制；2、具有较强的文字写作、语言表达、活动策划以及组织协调能力；3、具有一年以上党务相关工作经验。,乡镇公务员职位 ,False,0,False,0,1
741,"经济学类,财政学类,工商管理类  ",,经济管理,二年,学士,本科,742,1,松江区,具有两年以上基层工作经历的人员,不限,九亭镇,1710742,财经管理办公室科员,承担对集体资产的管理，负责经济和社会发展计划的制订、财政收支及资金融通等工作。,1、全日制；2、具有经济、财政等相关工作经历，有较强的文字写作、沟通协调和数据分析能力。,乡镇公务员职位 ,False,0,False,0,1
742,汉语言文学 ,,综合管理,二年,学士,本科,743,1,青浦区,具有两年以上基层工作经历的人员,不限,政协办,1710743,联络科科员,做好文字工作、委员履职、服务工作等,,,False,0,False,0,1
743,会计学 ,,财务管理,二年,学士,本科,744,1,青浦区,具有两年以上基层工作经历的人员,不限,农委,1710744,财务科科员,从事单位财会工作,具有会计上岗证,,False,0,False,0,1
744,"环境科学,环境工程,化学类  ",,综合管理,二年,学士,本科,745,1,青浦区,具有两年以上基层工作经历的人员,中共党员,环保局,1710745,办公室科员,编制环保年度工作计划、负责综合报告起草工作、协调部门工作,,,False,0,False,0,1
745,"能源经济,环境工程 ",,综合管理,二年,学士,本科,746,1,青浦区,具有两年以上基层工作经历的人员,不限,经委,1710746,工业管理科科员,推进工业区改造和产业升级，指导推进节能监察、能效管理、合同能源、节能培训工作,,,False,0,False,0,1
746,"计算机科学与技术,经济学类,法学类  ",,综合管理,二年,学士,本科,747,1,青浦区,具有两年以上基层工作经历的人员,不限,科委,1710747,办公室科员,科技和信息化形势综合分析；科技和信息产业政策制定宣传、科技政务信息编写、科技政策与法律法规咨询服务、办公自动化管理,,,False,0,False,0,1
747,审计学 ,,财务管理,二年,学士,本科,748,1,青浦区,具有两年以上基层工作经历的人员,不限,科委,1710748,办公室财务科员,从事预算、决算、内部审计、资产及资金管理、财务制度落实等相关工作,,,False,0,False,0,1
748,"会计学,财务管理 ",不限 ,财务管理,二年,学士,本科及以上,749,1,青浦区,具有两年以上基层工作经历的人员,不限,旅游局,1710749,办公室科员,从事会计工作，包括编制预算和决算、日常会计核算、账务处理等；协助做好文书材料归档等保障工作,具有会计上岗证,,False,0,False,0,1
749,不限 ,,综合管理,二年,学士,本科,750,1,青浦区,具有两年以上基层工作经历的人员,不限,教育局,1710750,基础教育科科员,中小学教育管理（包括学籍、课程等教育教学管理工作）,具有中级或以上教师职称,,False,0,False,0,1
750,不限 ,,经济管理,二年,学士,本科,751,1,青浦区,具有两年以上基层工作经历的人员,不限,统计局,1710751,经济统计科科员,完成工业、能源、科技、固定资产投资、房地产业、建筑业等统计工作,具有中级统计师资格,,False,0,False,0,1
751,"审计学,会计学,经济学  ","会计学,经济学 ",财务管理,二年,学士,本科及以上,752,1,青浦区,具有两年以上基层工作经历的人员,不限,审计局,1710752,业务审计科科员,从事审计工作,全日制本科及以上；具有中级审计师、会计师或经济师职称,,False,0,False,0,1
752,体育学类 ,体育学类 ,综合管理,二年,学士,本科及以上,753,1,青浦区,具有两年以上基层工作经历的人员,不限,体育局,1710753,业务科室科员,体育综合管理,,,False,0,False,0,1
753,中国语言文学类 ,,综合管理,二年,学士,本科,754,1,青浦区,具有两年以上基层工作经历的人员,中共党员,香花桥街道,1710754,党政办公室科员,具体负责公文写作、机要、保密等机关内部管理工作,,,False,0,False,0,1
754,"土木类,环境科学与工程类,建筑类  ",,城市建设管理,二年,学士,本科,755,1,青浦区,具有两年以上基层工作经历的人员,不限,香花桥街道,1710755,社区管理办科员,协助做好城区规划、旧区改造和住宅建设基地的基础工作，做好居民动迁安置和日常管理工作,,,False,0,False,0,1
755,"财务管理,审计学,会计学  ",,经济管理,二年,学士,本科,756,1,青浦区,具有两年以上基层工作经历的人员,不限,香花桥街道,1710756,综合发展办科员,负责街道办事处及下属单位的财政审计相关的工作,具有会计上岗证,,False,0,False,0,1
756,经济学 ,,经济管理,二年,学士,本科,757,1,青浦区,具有两年以上基层工作经历的人员,不限,白鹤镇,1710757,经济发展办公室科员,负责一二三产业发展、国有和集体资产管理考核等与经济发展等相关工作,,乡镇公务员职位 ,False,0,False,0,1
757,不限 ,,综合管理,二年,学士,本科,758,1,青浦区,具有两年以上基层工作经历的人员,不限,白鹤镇,1710758,社会事业发展办公室科员,负责教育、卫生、计生、红十字会等与社会事业发展相关工作,,乡镇公务员职位 ,False,0,False,0,1
758,计算机类 ,,信息管理,二年,学士,本科,759,1,青浦区,具有两年以上基层工作经历的人员,中共党员,白鹤镇,1710759,办公室科员,负责信息化管理工作,,乡镇公务员职位 ,False,0,False,0,1
759,环境工程 ,,综合管理,二年,学士,本科,760,1,青浦区,具有两年以上基层工作经历的人员,不限,白鹤镇,1710760,规划建设和环境保护办公室科员,负责环境保护、市容市貌等相关工作,,乡镇公务员职位 ,False,0,False,0,1
760,"土木类,建筑类 ",,城市建设管理,二年,学士,本科,761,1,青浦区,具有两年以上基层工作经历的人员,不限,白鹤镇,1710761,规划建设和环境保护办公室科员,负责村镇规划建设、集镇管理等相关工作,,乡镇公务员职位 ,False,0,False,0,1
761,"汉语言文学,秘书学 ",,综合管理,二年,学士,本科,762,1,青浦区,具有两年以上基层工作经历的人员,中共党员,白鹤镇,1710762,党群工作办公室科员,负责文书类，机关业务工作,,乡镇公务员职位 ,False,0,False,0,1
762,"经济学类,工商管理类 ","经济学,工商管理类 ",经济管理,二年,学士,本科及以上,763,1,青浦区,具有两年以上基层工作经历的人员,不限,金泽镇,1710763,经济发展办公室科员,负责经济发展、运行情况的分析和对各类经济组织的协调和服务等工作,,乡镇公务员职位 ,False,0,False,0,1
763,"土木类,建筑类 ","建筑学类,土木工程类 ",城市建设管理,二年,学士,本科及以上,764,1,青浦区,具有两年以上基层工作经历的人员,不限,金泽镇,1710764,规划建设和环境保护办公室科员,协助做好镇规划建设,,乡镇公务员职位 ,False,0,False,0,1
764,"工程管理,工程造价 ",,城市建设管理,二年,学士,本科,765,1,青浦区,具有两年以上基层工作经历的人员,不限,朱家角镇,1710765,规划建设与环境保护办公室科员,负责本镇相关规划建设、工程管理工作,,乡镇公务员职位 ,False,0,False,0,1
765,法学 ,,综合管理,二年,学士,本科,766,1,青浦区,具有两年以上基层工作经历的人员,不限,朱家角镇,1710766,办公室科员,从事行政管理等工作,,乡镇公务员职位 ,False,0,False,0,1
766,,经济学 ,经济管理,二年,硕士,硕士研究生,767,1,青浦区,具有两年以上基层工作经历的人员,不限,朱家角镇,1710767,经发办科员,协助做好本镇经济管理等工作,,乡镇公务员职位 ,False,0,False,0,1
767,法学 ,法学 ,政法,二年,学士,本科及以上,768,1,青浦区,具有两年以上基层工作经历的人员,不限,华新镇,1710768,社管办科员,社区管理工作,,乡镇公务员职位 ,False,0,False,0,1
768,不限 ,,综合管理,二年,学士,本科,769,1,青浦区,具有两年以上基层工作经历的人员,中共党员,科委,1710769,办公室科员,从事信息、文稿写作，参与干部人事管理、公文收发、公文办理等工作,,,False,0,False,0,1
769,工学 ,,综合管理,二年,学士,本科,770,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,区委办,1710770,机要局科员,从事机要工作；兼计算机日常维护、管理等工作,有机要工作经历。愿意长期从事24小时值班，此岗位较适合男性。大学英语六级合格或成绩425分以上。具有计算机二级证书。,男性优先，大学生“村官”优先。 ,False,0,True,1,1
770,法学类 ,,综合管理,二年,不限,本科,771,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,区委610办,1710771,综合秘书科科员,从事办公室综合性工作，包括文秘、财务、档案等,,具有政法工作经历优先 ,False,0,False,0,1
771,会计学 ,,财务管理,二年,学士,本科,772,1,奉贤区,具有两年以上基层工作经历的人员,不限,发改委,1710772,办公室科员,会计岗位，负责会计工作，包括凭证审核、记帐、报帐，各类帐户的经费收支、资金的核算管理，编制各类财务报表，编制经费预算，完成财务分析，动态掌握资金、资产使用情况等。,具有会计上岗证,,False,0,False,0,1
772,"经济学,国际经济与贸易 ",应用经济学类 ,经济管理,二年,学士,本科及以上,773,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,发改委,1710773,办公室科员,负责撰写单位工作计划、总结、会议材料及工作简报，负责信息和调研材料撰写汇总工作。经济领域的调查研究，文件起草等。,具有较强的组织协调能力和文字、语言表达能力，计算机操作熟练。,,False,0,False,0,1
773,"法学,档案学 ",,综合管理,二年,学士,本科,774,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,住房保障局,1710774,办公室科员,承担办公室日常事务性工作,有较强的组织协调能力和文字功底；有房管工作经验者优先。,,False,0,False,0,1
774,土地资源管理 ,土地资源管理 ,综合管理,二年,学士,本科及以上,775,1,奉贤区,具有两年以上基层工作经历的人员,不限,规土局,1710775,土地管理科,负责全区城乡建设用地、划拨、征收、农用地转用、集体土地的使用及临时用地的统一管理,,,False,0,False,0,1
775,"化学类,核工程类,环境科学与工程类  ","化学类,环境科学与工程类,核科学与技术类 ",综合管理,二年,学士,本科及以上,776,1,奉贤区,具有两年以上基层工作经历的人员,不限,环保局,1710776,环境应急和辐射安全管理科科员,主要从事全区辐射源管理和环境应急事故的处置,,有环保相关经历 ,False,0,False,0,1
776,土木工程 ,,城市建设管理,二年,学士,本科,777,1,奉贤区,具有两年以上基层工作经历的人员,不限,民防办,1710777,工程科科员,协助编制本区民防工程建设规划，做好民防工程建设审批、加固改造、维修养护、拆除审核等工作，对民防工程使用单位进行指导、检查和监督。,具有两年以上民防工作经验者优先。,,False,0,False,0,1
777,行政管理 ,,综合管理,二年,学士,本科,778,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,农委,1710778,办公室科员,主要负责党务公文写作以及党务材料撰写；负责组织、协调和处理重要活动、会务等综合管理工作。,全日制本科；具有2年以上党群工作实践经验；全国计算机等级考试一级及以上；大学英语六级合格或成绩425分及以上。,熟悉党政机关公文写作，能熟练撰写总结、简报和讲话稿等文字材料，具有较强的文字口头表达能力和沟通协调能力；计算机操作熟练。 ,False,0,False,0,1
778,"工商管理类,管理科学与工程类,计算机类  ","财政学,会计学,人口、资源与环境经济学 ",财务管理,二年,学士,本科及以上,779,1,奉贤区,具有两年以上基层工作经历的人员,不限,审计局,1710779,经贸审计科科员,从事审计业务工作,政治素质良好，具有较扎实的专业知识，有审计、财务管理等相关工作经历，有较好的文字水平、沟通协调能力和调研分析能力，熟悉计算机操作。有审计师、造价师证者优先。,,False,0,False,0,1
779,"经济学类,公共管理类,中国语言文学类  ","应用经济学类,公共管理类,中国语言文学类 ",综合管理,二年,学士,本科及以上,780,1,奉贤区,具有两年以上基层工作经历的人员,不限,卫计委,1710780,党政办公室科员,从事各类文字材料撰写、办公室日常管理、信访处理等工作,,,False,0,False,0,1
780,公共管理类 ,,综合管理,二年,学士,本科,781,1,奉贤区,具有两年以上基层工作经历的人员,不限,市场监管局,1710781,办公室科员,开展对外宣传、政务公开、信息化管理等工作,大学英语四级合格或成绩425分及以上。具有较强的文字表达能力和计算机操作能力。,,False,0,False,0,1
781,公共管理类 ,,综合管理,二年,学士,本科,782,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,市场监管局,1710782,党群工作科科员,开展人事管理、教育培训、老干部服务等工作,大学英语四级合格或成绩425分及以上。具有较强的文字表达能力和计算机操作能力。,有人事工作经验者优先录用 ,False,0,False,0,1
782,法学类 ,,政法,二年,学士,本科,783,1,奉贤区,具有两年以上基层工作经历的人员,不限,市场监管局,1710783,政策法规科科员,开展案件的核审，相关案件的复核和听证、行政复议、行政应诉和行政赔偿等工作,大学英语四级合格或成绩425分及以上。掌握常用法律、法规，具有较强的文字表达能力和计算机操作能力。,取得法律职业资格证书者优先录用 ,False,0,False,0,1
783,法学类 ,,政法,二年,学士,本科,784,1,奉贤区,具有两年以上基层工作经历的人员,不限,市场监管局,1710784,公平交易科科员,组织查处违反公平竞争类案件，指导开展无照经营整治等工作,大学英语四级合格或成绩425分及以上。掌握常用法律、法规，具有较强的文字表达能力和计算机操作能力。,,False,0,False,0,1
784,工学 ,,综合管理,二年,学士,本科,785,2,奉贤区,具有两年以上基层工作经历的人员,不限,市场监管局,1710785,特种设备安全监察科科员,开展特种设备安全监察工作,大学英语四级合格或成绩425分及以上。掌握一定的特种设备管理知识，具有较强的文字表达能力和计算机操作能力。,有特种设备管理经验者优先录用 ,False,0,False,0,2
785,计算机类 ,,信息管理,二年,学士,本科,786,1,奉贤区,具有两年以上基层工作经历的人员,不限,市场监管局,1710786,网络交易和市场规范监督管理科科员,开展网络交易及有关服务等的监督管理工作,大学英语四级合格或成绩425分及以上。具有扎实的计算机、信息管理、网络管理专业知识，有较强的计算机应用与维护能力。,,False,0,False,0,1
786,药学类 ,,综合管理,二年,学士,本科,787,1,奉贤区,具有两年以上基层工作经历的人员,不限,市场监管局,1710787,药品安全监督管理科科员,开展药品安全监督管理工作,大学英语四级合格或成绩425分及以上。掌握一定的药品质量管理知识，具有较强的文字表达能力和计算机操作能力。,有药品生产企业工作经验者优先录用 ,False,0,False,0,1
787,"工商管理类,经济学类,财政学类  ",,经济管理,二年,学士,本科,788,1,奉贤区,具有两年以上基层工作经历的人员,不限,奉城镇,1710788,经济发展科科员,协助做好招商引资，辖区内企业的沟通协调服务以及各项经济指标统计等工作。,,乡镇公务员职位。 ,False,0,False,0,1
788,"土木类,建筑类,环境科学与工程类  ",,城市建设管理,二年,学士,本科,789,1,奉贤区,具有两年以上基层工作经历的人员,不限,奉城镇,1710789,规划土地和环境管理科科员,协助制定村镇建设规划、实施市政基础设施建设管理以及违法占地和违章建房的查处等。,,乡镇公务员职位 ,False,0,False,0,1
789,"公共管理类,教育学类,社会学类  ",,综合管理,二年,学士,本科,790,1,奉贤区,具有两年以上基层工作经历的人员,不限,奉城镇,1710790,社事社保和社区管理科科员,协助做好教育、文化、卫生、民政、人口计生等社会事业工作。,,乡镇公务员职位 ,False,0,False,0,1
790,"中国语言文学类,新闻传播学类 ",,综合管理,二年,学士,本科,791,1,奉贤区,具有两年以上基层工作经历的人员,不限,奉城镇,1710791,办公室科员,参与行使综合、协调、参谋和服务职责，包括全局性的计划、总结和文件起草，工作督办和机关内部日常事务管理，镇层面会务、接待以及信息、后勤保障等工作。,,乡镇公务员职位 ,False,0,False,0,1
791,"植物生产类,农业工程类,农业经济管理类  ",,综合管理,二年,学士,本科,792,1,奉贤区,具有两年以上基层工作经历的人员,不限,奉城镇,1710792,财经管理科科员,负责本镇农村综合改革、农村经济工作、农业会计预算、报表及财务管理等工作。,,乡镇公务员职位 ,False,0,False,0,1
792,"计算机类,电子信息类 ","计算机科学与技术类,电子科学与技术类 ",信息管理,二年,学士,本科及以上,793,1,奉贤区,具有两年以上基层工作经历的人员,不限,金海社区,1710793,社会事业和保障管理科科员,从事社区信息化建设等工作,具有较高的计算机操作水平，具有计算机等级二级及以上证书。,能说或听懂奉贤语言者优先 ,False,0,False,0,1
793,"经济学类,金融学类 ",应用经济学类 ,经济管理,二年,学士,本科及以上,794,1,奉贤区,具有两年以上基层工作经历的人员,不限,金汇镇,1710794,经济发展科,制定和落实本镇经济发展的规划，负责招商引资指导服务工作，做好项目的初审和报批等工作,具有较强的事业心和责任心，具备一定的文字写作能力和组织协调能力,乡镇公务员职位 ,False,0,False,0,1
794,不限 ,,综合管理,二年,学士,本科,795,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,金汇镇,1710795,办公室科员,本镇日常行政相关事宜、文秘收发等,具有较强的事业心和责任心，具备一定的文字写作能力和组织协调能力,乡镇公务员职位 ,False,0,False,0,1
795,公共管理类 ,,综合管理,二年,学士,本科,796,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,金汇镇,1710796,社事社保和社区管理科科员,协助做好教育、科技、文化、卫生、民政、人口计生等社会事业工作。,具有较强的事业心和责任心，具备一定的文字写作能力和组织协调能力,乡镇公务员职位 ,False,0,False,0,1
796,不限 ,,信息管理,二年,学士,本科,797,1,奉贤区,具有两年以上基层工作经历的人员,不限,青村镇,1710797,经济发展科科员,协助做好招商引资、辖区内企业的沟通协调服务、各项经济指标统计及信息化推进等工作。,,具有相关工作经历者优先，乡镇公务员职位 ,False,0,False,0,1
797,建筑类 ,,城市建设管理,二年,学士,本科,798,1,奉贤区,具有两年以上基层工作经历的人员,不限,四团镇,1710798,规划土地和环境管理科科员,负责规划和土地管理工作的统计以及制作相关档案材料。,,乡镇公务员职位 ,False,0,False,0,1
798,"中国语言文学类,新闻传播学类 ","中国语言文学类,新闻传播学类 ",综合管理,二年,学士,本科及以上,799,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,西渡街道,1710799,党政办公室科员,从事政府规范性文件法律审核工作，指导、监督行政执法行为，处理其他法律事务等工作。,,,False,0,False,0,1
799,"管理学,土木类,建筑类  ",,综合管理,二年,学士,本科,800,2,奉贤区,具有两年以上基层工作经历的人员,不限,西渡街道,1710800,社区管理办公室科员,督促、协调、配合职能部门组织实施辖区内市政管理、公共绿化、市容市貌、环境卫生、市场监管、物业管理、网格化管理等工作。,,,False,0,False,0,2
800,"管理学,社会学类 ",,综合管理,二年,学士,本科,801,1,奉贤区,具有两年以上基层工作经历的人员,不限,西渡街道,1710801,社区服务办公室科员,落实各项民政优抚政策，组织开展助残敬老、扶贫帮困、社区服务、拥军优属、赈灾救助等群众性活动。,,,False,0,False,0,1
801,管理学 ,,综合管理,二年,学士,本科,802,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,西渡街道,1710802,社区服务办公室科员,推进劳动就业、社会保障、教育卫计、文化体育、科普宣传等工作。,,,False,0,False,0,1
802,"经济学,管理学 ",,综合管理,二年,学士,本科,803,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,西渡街道,1710803,社区人事办公室科员,从事干部工资核定发放、人事信息系统管理、档案信息系统维护等工作。,,,False,0,False,0,1
803,,"机械工程类,仪器科学与技术类 ",经济管理,二年,硕士,硕士研究生,804,1,奉贤区,具有两年以上基层工作经历的人员,中共党员,柘林镇,1710804,经济发展科科员,负责辖区范围内安全生产监察、消防、交通等管理工作。,,乡镇公务员职位 ,False,0,False,0,1
804,"法学类,环境科学与工程类,交通运输类  ",,综合管理,二年,不限,本科,805,1,奉贤区,具有两年以上基层工作经历的人员,不限,庄行镇,1710805,规划土地和环境管理科,负责制定并组织实施村镇建设发展规划；宣传、贯彻执行土地、规划、环保、建筑等法律、法规，依法实施村镇规划管理、建设管理等。,有相关工作经历者优先,乡镇公务员职位 ,False,0,False,0,1
805,不限 ,不限 ,综合管理,二年,学士,本科及以上,806,1,崇明区,具有两年以上基层工作经历的人员,不限,信访办,1710806,受理科科员,负责信访件受理、交办、督办及协调等工作。,,中共党员、中国语言文学类、新闻传播学类专业优先。 ,False,0,False,0,1
806,理学 ,,综合管理,二年,学士,本科,807,1,崇明区,具有两年以上基层工作经历的人员,不限,发改委,1710807,能源管理科科员,负责编制常规能源和清洁能源发展规划，综合平衡协调能源重大政策、重大事项及重大问题等。,大学英语四级合格或成绩425分及以上。具有两年及以上能源管理相关工作经历，具有较强的政策水平及组织协调能力。,,False,0,False,0,1
807,"经济学,法学类 ","经济学,法学类 ",综合管理,二年,学士,本科及以上,808,1,崇明区,具有两年以上基层工作经历的人员,不限,发改委,1710808,项目管理科科员,负责编制投资计划、政府实事项目及重点工程建设计划，协调推进、督查监管辖区内建设项目，协调处理相关行政诉讼等。,大学英语四级合格或成绩425分及以上。熟悉投资管理法律法规及相关理论知识，具有较强的文字表达能力及组织协调能力。,,False,0,False,0,1
808,"环境科学与工程类,地理科学类 ","环境科学与工程类,地理学类 ",综合管理,二年,学士,本科及以上,809,1,崇明区,具有两年以上基层工作经历的人员,不限,发改委,1710809,环境保护和资源节约科科员,负责编制节能减排、低碳经济、生态建设、环境保护等政策及落实推进。,大学英语四级合格或成绩425分及以上。具有两年及以上节能减排、循环经济相关工作经历，具有较强的政策水平及组织协调能力。,,False,0,False,0,1
809,管理学 ,,综合管理,二年,学士,本科,810,1,崇明区,具有两年以上基层工作经历的人员,不限,经委,1710810,组织人事科科员,负责系统内人事管理、工资管理，信息系统维护、档案管理及军转干部经费管理等。,大学英语四级合格或成绩425分及以上。,,False,0,False,0,1
810,经济学 ,,经济管理,二年,学士,本科,811,1,崇明区,具有两年以上基层工作经历的人员,不限,经委,1710811,投资管理科科员,负责辖区内外商投资企业设立、变更事项备案审批及外资管理，编制外资项目投资规划及年度计划，分析上报外资统计数据等。,大学英语四级合格或成绩425分及以上。,,False,0,False,0,1
811,建筑类 ,建筑学类 ,城市建设管理,二年,不限,本科及以上,812,1,崇明区,具有两年以上基层工作经历的人员,不限,建管委,1710812,村镇建设科科员,负责村镇建设相关管理工作。,,,False,0,False,0,1
812,土木类 ,土木工程类 ,城市建设管理,二年,学士,本科及以上,813,1,崇明区,具有两年以上基层工作经历的人员,不限,建管委,1710813,建设监管科科员,负责建设行业相关监督管理工作。,,,False,0,False,0,1
813,不限 ,,财务管理,二年,学士,本科,814,1,崇明区,具有两年以上基层工作经历的人员,不限,科委,1710814,办公室科员1,负责财务管理等工作。,具有会计从业资格证，且具有会计相关工作经历。,,False,0,False,0,1
814,管理学 ,,综合管理,二年,学士,本科,815,1,崇明区,具有两年以上基层工作经历的人员,中共党员,科委,1710815,办公室科员2,负责公文撰写、综合事务协调、党建、后勤保障等工作。,具有较强的文字表达能力和组织协调能力。,,False,0,False,0,1
815,医学 ,医学 ,综合管理,二年,学士,本科及以上,816,1,崇明区,具有两年以上基层工作经历的人员,不限,卫计委,1710816,办公室科员,负责行政事务管理协调，综合性文稿编撰，业务科室文稿审核及文件资料收发管理等。,,,False,0,False,0,1
